"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2020-12-31 00:00:00",19145,0,0,4350,0,27166,45018.142857142855
"2021-01-01 00:00:00",23567,11854,0,0,0,30907.14285714286,54183.57142857143
"2021-01-02 00:00:00",40754,0,2603,1069,0,30382.571428571428,48933.42857142857
"2021-01-03 00:00:00",174892,11533,2603,1738,77935,67821.85714285714,50191.71428571428
"2021-01-04 00:00:00",12061,0,0,0,45098,73852.42857142857,52759.857142857145
"2021-01-05 00:00:00",94800,11633,0,5957,10347,87028.14285714286,56052.57142857143
"2021-01-06 00:00:00",87708,25603,0,3320,0,95510.85714285714,77227.71428571429
"2021-01-07 00:00:00",67433,0,2274,0,0,102112.57142857143,78119.28571428571
"2021-01-08 00:00:00",129577,0,0,0,0,115563.28571428571,71015.42857142857
"2021-01-09 00:00:00",50595,0,0,0,0,116444.42857142857,73708.28571428571
"2021-01-10 00:00:00",40428,0,0,0,11976,85544.71428571429,58945.857142857145
"2021-01-11 00:00:00",62293,4630,0,557,8878,88287.71428571429,59910
"2021-01-12 00:00:00",36551,28334,0,0,0,80023,60253.57142857143
"2021-01-13 00:00:00",51816,4356,0,0,0,71386,47421.28571428572
"2021-01-14 00:00:00",45150,0,0,0,2679,68260.71428571429,67764.57142857143
"2021-01-15 00:00:00",0,25120,0,0,3064,53776,65696.57142857143
"2021-01-16 00:00:00",78884,0,0,0,0,57817.28571428572,67799.28571428571
"2021-01-17 00:00:00",0,0,0,0,108148,65780.57142857143,67590.71428571429
"2021-01-18 00:00:00",95999,31796,1819,0,10347,74866.71428571429,64038.42857142857
"2021-01-19 00:00:00",0,0,0,1441,0,65803.28571428571,64734.28571428572
"2021-01-20 00:00:00",51484,4630,0,0,8169,66962.14285714286,60881.71428571428
"2021-01-21 00:00:00",40311,0,0,0,0,65888,45161.28571428572
"2021-01-22 00:00:00",19994,0,0,0,0,64718,39269.28571428572
"2021-01-23 00:00:00",13584,23514,0,1785,149980,80429.57142857143,33170.57142857143
"2021-01-24 00:00:00",11838,0,0,0,0,66671,39195.28571428572
"2021-01-25 00:00:00",3888,4630,0,2332,0,48226.57142857143,36859.57142857143
"2021-01-26 00:00:00",19336,0,0,2213,0,51099.142857142855,29111.428571428572
"2021-01-27 00:00:00",3913,49637,0,0,4200,50165.57142857143,42672.57142857143
"2021-01-28 00:00:00",64343,0,0,0,0,53598.71428571428,44544.857142857145
"2021-01-29 00:00:00",13584,0,0,0,11842,54374.857142857145,53150.71428571428
"2021-01-30 00:00:00",72105,4630,0,1227,17184,40986.57142857143,59147.28571428572
"2021-01-31 00:00:00",0,0,0,0,0,39295.42857142857,62054.57142857143
"2021-02-01 00:00:00",75571,0,0,557,0,48620.57142857143,91527.57142857143
"2021-02-02 00:00:00",42644,31804,0,0,0,56177.57142857143,97183.42857142857
"2021-02-03 00:00:00",36728,0,0,1818,37386,58775.28571428572,75618.57142857143
"2021-02-04 00:00:00",25211,12149,2511,0,42401,61336.71428571428,79426
"2021-02-05 00:00:00",0,23514,0,1740,0,61312.142857142855,71481.57142857143
"2021-02-06 00:00:00",0,0,0,0,5748,48540.857142857145,72147.57142857143
"2021-02-07 00:00:00",15201,4630,2603,3689,0,52273,61375.28571428572
"2021-02-08 00:00:00",13801,0,0,5667,0,44178.857142857145,42646.857142857145
"2021-02-09 00:00:00",0,25120,0,0,0,37132,34475.28571428572
"2021-02-10 00:00:00",37578,0,0,0,1206,31825,35345.142857142855
"2021-02-11 00:00:00",83525,4630,0,0,124138,50399.28571428572,29390.285714285714
"2021-02-12 00:00:00",24365,0,0,0,0,50272.142857142855,34680.42857142857
"2021-02-13 00:00:00",54084,0,0,0,0,57177.28571428572,28090.714285714286
"2021-02-14 00:00:00",22457,25408,0,578,10347,61843.857142857145,48115
"2021-02-15 00:00:00",62408,4630,0,3491,0,69138.42857142857,35175
"2021-02-16 00:00:00",134966,0,0,0,5458,85610.42857142857,44518.857142857145
"2021-02-17 00:00:00",108166,0,0,0,57253,103701,49590
"2021-02-18 00:00:00",116944,0,0,0,6074,90947.42857142857,54248
"2021-02-19 00:00:00",122124,0,0,0,10347,106391.14285714286,59161.857142857145
"2021-02-20 00:00:00",26671,0,0,0,42906,108604.57142857143,77225.57142857143
"2021-02-21 00:00:00",87180,0,0,2297,80276,124456.42857142857,61465.142857142855
"2021-02-22 00:00:00",44309,4630,0,5047,10347,123571.28571428571,61743.28571428572
"2021-02-23 00:00:00",10398,0,0,0,0,104996.14285714286,55820
"2021-02-24 00:00:00",42464,25105,0,2687,2874,91812.14285714286,50284.57142857143
"2021-02-25 00:00:00",37005,1922,0,1227,0,79974.57142857143,47390.42857142857
"2021-02-26 00:00:00",85321,59263,0,0,0,81705,38172.57142857143
"2021-02-27 00:00:00",27350,31737,0,0,7777,81317.42857142857,25754
"2021-02-28 00:00:00",25318,410,0,2638,0,61119.28571428572,52896.28571428572
"2021-03-01 00:00:00",85136,0,0,2746,6905,65469.71428571428,55740
"2021-03-02 00:00:00",0,0,7222,1773,29159,69435.14285714286,53181
"2021-03-03 00:00:00",267528,3785,0,0,101929,112308.28571428571,52600.142857142855
"2021-03-04 00:00:00",0,4630,0,0,10347,108711.57142857143,46354.42857142857
"2021-03-05 00:00:00",40437,26021,0,0,40036,103270.28571428571,51442.142857142855
"2021-03-06 00:00:00",18568,0,0,0,0,96370.71428571429,58100.857142857145
"2021-03-07 00:00:00",36503,0,0,4604,0,98190.71428571429,30214.85714285714
"2021-03-08 00:00:00",45087,0,0,0,10347,92568.71428571429,26980.14285714286
"2021-03-09 00:00:00",39894,11533,0,5818,8515,96512.42857142857,42915.28571428572
"2021-03-10 00:00:00",41367,27557,0,1023,11283,54796.28571428572,47641.71428571428
"2021-03-11 00:00:00",0,8441,0,0,40640,59668.28571428572,45991.57142857143
"2021-03-12 00:00:00",32915,0,0,0,0,49156.857142857145,42511.42857142857
"2021-03-13 00:00:00",0,4916,1843,0,0,47469.857142857145,52542
"2021-03-14 00:00:00",76203,23934,0,0,0,55902.71428571428,53661.28571428572
"2021-03-15 00:00:00",40632,0,0,511,10347,55339.42857142857,54093.142857142855
"2021-03-16 00:00:00",25582,4916,0,0,3842,50850.71428571428,37376
"2021-03-17 00:00:00",0,0,2603,0,83625,51564.71428571428,36340.57142857143
"2021-03-18 00:00:00",37403,0,0,0,0,49896.28571428572,35017.71428571428
"2021-03-19 00:00:00",40960,0,0,0,0,51045.57142857143,36980.71428571428
"2021-03-20 00:00:00",45856,35373,0,2906,0,62099.28571428572,38822
"2021-03-21 00:00:00",108143,0,0,0,11944,64949.28571428572,50736.42857142857
"2021-03-22 00:00:00",27821,0,3434,2856,0,62466.57142857143,55924.57142857143
"2021-03-23 00:00:00",0,23934,0,0,0,60979.857142857145,67300.42857142857
"2021-03-24 00:00:00",65779,0,0,557,3495,58637.71428571428,92549.71428571429
"2021-03-25 00:00:00",97131,0,0,0,41599,73113,101495
"2021-03-26 00:00:00",0,4630,0,0,10347,69401.28571428571,100112.57142857143
"2021-03-27 00:00:00",13754,0,0,2247,0,59668,79882.57142857143
"2021-03-28 00:00:00",121893,19620,0,0,11051,64307.857142857145,63402.42857142857
"2021-03-29 00:00:00",0,0,0,1227,25141,63201.57142857143,58061.71428571428
"2021-03-30 00:00:00",51725,0,0,0,91093,80185,53267
"2021-03-31 00:00:00",18073,0,0,6455,0,73712.85714285714,37788.142857142855
"2021-04-01 00:00:00",6645,0,0,3768,0,55381.857142857145,38065
"2021-04-02 00:00:00",21769,0,0,0,0,56352,38434.857142857145
"2021-04-03 00:00:00",24532,23101,2614,1162,0,61410.28571428572,59671.57142857143
"2021-04-04 00:00:00",0,0,0,0,0,39615.142857142855,61348
"2021-04-05 00:00:00",62651,30324,0,0,72982,59556.57142857143,65612.42857142857
"2021-04-06 00:00:00",94648,0,0,0,10347,54153.28571428572,65630.85714285714
"2021-04-07 00:00:00",16344,0,0,1227,10347,54637.71428571428,56105.42857142857
"2021-04-08 00:00:00",91831,28049,0,0,2874,70686.57142857143,48835.28571428572
"2021-04-09 00:00:00",54641,25120,0,0,0,78971.14285714286,53578.57142857143
"2021-04-10 00:00:00",0,0,0,0,0,71626.85714285714,29459.714285714286
"2021-04-11 00:00:00",18828,0,0,0,10347,75794.85714285714,27709.571428571428
"2021-04-12 00:00:00",0,0,0,1762,0,52338.28571428572,30965.714285714286
"2021-04-13 00:00:00",39440,51820,0,0,637,50467.42857142857,35065.142857142855
"2021-04-14 00:00:00",53575,0,427,0,5754,55015.71428571428,40942.28571428572
"2021-04-15 00:00:00",0,0,0,0,0,37479.28571428572,53703.42857142857
"2021-04-16 00:00:00",114973,4916,0,0,0,43211.857142857145,50930.28571428572
"2021-04-17 00:00:00",0,0,2054,7420,4824,45254.57142857143,57761.57142857143
"2021-04-18 00:00:00",5369,0,0,0,10347,43331.71428571428,77445.85714285714
"2021-04-19 00:00:00",63977,4630,0,2196,10347,54673.142857142855,71794.42857142857
"2021-04-20 00:00:00",47044,0,755,1745,0,48622.71428571428,69187
"2021-04-21 00:00:00",137552,2374,0,3636,0,60595,62474.28571428572
"2021-04-22 00:00:00",76233,25776,0,0,3504,75668.28571428571,61549.142857142855
"2021-04-23 00:00:00",55051,0,0,0,0,66405.71428571429,55373.42857142857
"2021-04-24 00:00:00",76170,0,0,0,0,75244.42857142857,57597.857142857145
"2021-04-25 00:00:00",44184,11824,0,0,10347,82478.71428571429,39532.857142857145
"2021-04-26 00:00:00",18828,36481,0,2926,0,79205,50640
"2021-04-27 00:00:00",79829,11640,15400,2330,92162,100893.14285714286,47355.28571428572
"2021-04-28 00:00:00",58845,0,0,5607,43017,95737.14285714286,50450.71428571428
"2021-04-29 00:00:00",16716,30038,0,4129,0,87933,49974.142857142855
"2021-04-30 00:00:00",37414,0,0,0,9138,86719,60339.71428571428
"2021-05-01 00:00:00",98970,0,0,0,39916,95678.42857142857,64628.42857142857
"2021-05-02 00:00:00",66150,4630,0,671,0,96406.57142857143,63185.71428571428
"2021-05-03 00:00:00",36832,0,0,583,4557,94083.28571428571,50926.57142857143
"2021-05-04 00:00:00",16987,0,0,0,30547,72107.71428571429,69453.14285714286
"2021-05-05 00:00:00",130398,4916,0,0,10347,77563.57142857143,86040.57142857143
"2021-05-06 00:00:00",58203,24948,0,0,0,82173.14285714286,89774.71428571429
"2021-05-07 00:00:00",130596,0,0,1441,5293,95141.42857142857,83112.14285714286
"2021-05-08 00:00:00",51761,0,0,4717,67382,92995,74674.85714285714
"2021-05-09 00:00:00",0,4630,0,1695,0,83691.14285714286,91455.28571428571
"2021-05-10 00:00:00",22898,0,0,2327,3807,81842.71428571429,106766.85714285714
"2021-05-11 00:00:00",52215,0,0,2362,0,82848.85714285714,106758
"2021-05-12 00:00:00",148148,0,0,0,0,83204,92448.85714285714
"2021-05-13 00:00:00",5175,0,0,0,0,72064.57142857143,85898.71428571429
"2021-05-14 00:00:00",52648,4630,0,3877,0,61182.57142857143,89568.71428571429
"2021-05-15 00:00:00",17647,0,0,0,10347,47487.42857142857,88270.85714285714
"2021-05-16 00:00:00",34494,0,0,3705,0,52040.857142857145,76753
"2021-05-17 00:00:00",33288,24948,0,4241,0,56818.57142857143,60931.28571428572
"2021-05-18 00:00:00",0,11533,0,1814,0,50928.71428571428,57000.42857142857
"2021-05-19 00:00:00",18113,0,0,0,20386,35264.71428571428,50334.142857142855
"2021-05-20 00:00:00",26089,0,2088,0,0,38550.857142857145,44861.28571428572
"2021-05-21 00:00:00",32560,4345,0,0,2683,35469.71428571428,46930.42857142857
"2021-05-22 00:00:00",133793,0,0,1227,43506,56974.142857142855,44234.28571428572
"2021-05-23 00:00:00",4481,0,0,0,0,52157.142857142855,38795.142857142855
"2021-05-24 00:00:00",25064,4630,0,0,0,47473.857142857145,38740.71428571428
"2021-05-25 00:00:00",30354,48638,0,1997,0,57137,24039.285714285714
"2021-05-26 00:00:00",0,14883,0,0,0,53763.142857142855,29196.714285714286
"2021-05-27 00:00:00",0,0,0,0,0,49737.71428571428,26088.85714285714
"2021-05-28 00:00:00",95255,4630,2303,0,9894,60094.142857142855,20338.428571428572
"2021-05-29 00:00:00",27150,0,0,0,1956,38748.42857142857,22599.428571428572
"2021-05-30 00:00:00",71800,0,0,0,5729,49184,31022.85714285714
"2021-05-31 00:00:00",5717,11533,0,2911,0,47822.28571428572,32783.857142857145
"2021-06-01 00:00:00",7651,0,0,4894,0,38044.57142857143,41199.142857142855
"2021-06-02 00:00:00",55645,0,0,2332,691,44299.71428571428,51652.28571428572
"2021-06-03 00:00:00",61645,0,0,0,0,53106.142857142855,61184.71428571428
"2021-06-04 00:00:00",59369,28434,0,1701,0,49880.57142857143,63569.57142857143
"2021-06-05 00:00:00",0,0,0,0,922,45854.28571428572,59259
"2021-06-06 00:00:00",98414,0,0,0,0,48837.71428571428,53702.42857142857
"2021-06-07 00:00:00",20603,0,0,583,0,48984,51900.57142857143
"2021-06-08 00:00:00",69010,4916,0,1020,42885,64025,45937.57142857143
"2021-06-09 00:00:00",38517,0,0,1762,0,61398,30755.428571428572
"2021-06-10 00:00:00",67188,0,0,1536,0,62409.42857142857,46660.857142857145
"2021-06-11 00:00:00",4289,0,0,5050,26841,54791.71428571428,42901.71428571428
"2021-06-12 00:00:00",0,0,0,0,0,54660,70958
"2021-06-13 00:00:00",95093,28434,7467,4869,0,60010,73574.85714285714
"2021-06-14 00:00:00",133720,31463,0,0,0,80580.85714285714,78405.14285714286
"2021-06-15 00:00:00",30450,0,0,2619,10992,70042.14285714286,82320.85714285714
"2021-06-16 00:00:00",20603,0,0,0,0,67231.14285714286,103599
"2021-06-17 00:00:00",86366,4916,5583,0,9108,72552.28571428571,79899.85714285714
"2021-06-18 00:00:00",0,0,0,4768,0,68064.71428571429,78388
"2021-06-19 00:00:00",16933,0,0,2857,121034,88182.71428571429,67413.71428571429
"2021-06-20 00:00:00",104011,25610,0,1291,0,87475.42857142857,68398.85714285714
"2021-06-21 00:00:00",24169,23518,0,6465,0,71614,65725.42857142857
"2021-06-22 00:00:00",43587,0,0,3950,0,72110.57142857143,58533.71428571428
"2021-06-23 00:00:00",103634,15140,0,0,1690,86376.57142857143,48444
"2021-06-24 00:00:00",0,0,0,3192,0,71693.57142857143,54793.71428571428
"2021-06-25 00:00:00",134743,30267,0,0,0,94585.28571428571,74840.57142857143
"2021-06-26 00:00:00",0,0,0,0,0,74467.28571428571,76936.85714285714
"2021-06-27 00:00:00",17426,4916,0,1227,0,59132.42857142857,71396.28571428571
"2021-06-28 00:00:00",49011,10980,0,1782,5816,61052.142857142855,76573.85714285714
"2021-06-29 00:00:00",12899,23518,0,0,2493,59819.57142857143,80323.42857142857
"2021-06-30 00:00:00",5911,4916,0,1227,0,44332.42857142857,79687.71428571429
"2021-07-01 00:00:00",56575,28150,0,0,0,55980,72676
"2021-07-02 00:00:00",99358,0,8884,0,0,47870.42857142857,51962.28571428572
"2021-07-03 00:00:00",0,0,0,557,0,47950,39117.28571428572
"2021-07-04 00:00:00",50345,4916,0,0,14138,54497.142857142855,49616
"2021-07-05 00:00:00",31034,0,0,0,77132,60293.71428571428,43474.57142857143
"2021-07-06 00:00:00",26942,0,0,0,0,58584,49713.142857142855
"2021-07-07 00:00:00",20566,46596,0,510,43422,72732.71428571429,49500.142857142855
"2021-07-08 00:00:00",76476,4916,0,0,0,72256.57142857143,61745
"2021-07-09 00:00:00",60861,0,0,0,477,65556,73057.57142857143
"2021-07-10 00:00:00",25093,0,0,0,0,69061.14285714286,74357.57142857143
"2021-07-11 00:00:00",0,4916,0,0,49718,66952,73724.85714285714
"2021-07-12 00:00:00",51899,0,0,0,14812,61029.857142857145,95087.85714285714
"2021-07-13 00:00:00",76238,3785,0,1737,0,68861.14285714286,105836.57142857143
"2021-07-14 00:00:00",18028,0,0,0,0,55565.71428571428,100528.14285714286
"2021-07-15 00:00:00",107636,4916,2603,0,5986,61244.142857142855,85048.85714285714
"2021-07-16 00:00:00",67991,25186,0,0,0,65792.42857142857,81934.85714285714
"2021-07-17 00:00:00",75827,0,0,0,0,73040.14285714286,82157.28571428571
"2021-07-18 00:00:00",5197,0,0,0,1049,66127.42857142857,75820.71428571429
"2021-07-19 00:00:00",87384,4630,0,1167,10347,71387.14285714286,53562.42857142857
"2021-07-20 00:00:00",63690,0,0,6225,0,69694.85714285714,42759.28571428572
"2021-07-21 00:00:00",72091,0,4905,0,0,78119,36495.28571428572
"2021-07-22 00:00:00",10380,0,0,0,79480,73650.28571428571,38797.42857142857
"2021-07-23 00:00:00",31493,4630,0,0,0,65499.71428571428,45486.857142857145
"2021-07-24 00:00:00",70950,0,0,0,0,64803,50132.57142857143
"2021-07-25 00:00:00",13748,0,0,3305,43510,72562.71428571429,45674.857142857145
"2021-07-26 00:00:00",0,33328,0,583,0,62617.28571428572,61959.28571428572
"2021-07-27 00:00:00",44076,31225,0,0,20892,66371.57142857143,62416.857142857145
"2021-07-28 00:00:00",61777,0,0,0,0,64197.28571428572,67629
"2021-07-29 00:00:00",38671,0,0,0,0,56884.57142857143,77502.28571428571
"2021-07-30 00:00:00",0,0,0,0,7941,52858.57142857143,62475.57142857143
"2021-07-31 00:00:00",17861,4630,0,0,0,45936,54766
"2021-08-01 00:00:00",43704,0,0,0,38971,49094.71428571428,60727.28571428572
"2021-08-02 00:00:00",152733,9616,0,2861,0,67851.57142857143,50542.57142857143
"2021-08-03 00:00:00",0,4916,0,2680,29159,59360.28571428572,50649.57142857143
"2021-08-04 00:00:00",0,26594,0,2709,0,54721.28571428572,50322.57142857143
"2021-08-05 00:00:00",10020,0,0,4225,36955,56511.28571428572,68325.71428571429
"2021-08-06 00:00:00",0,0,0,0,0,55376.857142857145,74902
"2021-08-07 00:00:00",41217,4070,0,0,0,58633.28571428572,78567.14285714286
"2021-08-08 00:00:00",53624,0,10545,0,0,55989.57142857143,73009.71428571429
"2021-08-09 00:00:00",90462,32862,0,15304,12682,54004.142857142855,66617.28571428571
"2021-08-10 00:00:00",32647,0,0,0,0,53417.142857142855,54390.28571428572
"2021-08-11 00:00:00",95670,0,0,0,34507,67827.71428571429,58752.71428571428
"2021-08-12 00:00:00",15607,31923,0,0,0,67303.42857142857,29853.285714285714
"2021-08-13 00:00:00",53671,0,0,0,0,74970.71428571429,39701.71428571428
"2021-08-14 00:00:00",52357,4195,0,0,41173,82462,48972.42857142857
"2021-08-15 00:00:00",9038,0,0,0,0,74586.14285714286,57593.142857142855
"2021-08-16 00:00:00",39475,4916,0,557,2621,59765.857142857145,58574.28571428572
"2021-08-17 00:00:00",16661,0,0,4528,23868,61538.857142857145,63953
"2021-08-18 00:00:00",30474,0,0,0,0,47295.42857142857,68782.57142857143
"2021-08-19 00:00:00",57928,0,0,1227,218,48987.28571428572,73837.85714285714
"2021-08-20 00:00:00",57192,64140,0,0,57253,66832.28571428571,64621
"2021-08-21 00:00:00",46385,0,0,0,40263,65249.71428571428,50392.42857142857
"2021-08-22 00:00:00",0,0,2603,0,0,64330.42857142857,44041.57142857143
"2021-08-23 00:00:00",147255,4916,0,943,0,79408.28571428571,54408.857142857145
"2021-08-24 00:00:00",0,0,0,1227,0,73146.71428571429,63794.857142857145
"2021-08-25 00:00:00",0,0,0,0,0,68793.28571428571,49375.57142857143
"2021-08-26 00:00:00",15607,4630,0,0,42409,69260.85714285714,70190.42857142857
"2021-08-27 00:00:00",13341,0,0,0,4213,46256.42857142857,66710.42857142857
"2021-08-28 00:00:00",23249,0,0,2936,5876,38458.42857142857,90916.71428571429
"2021-08-29 00:00:00",100559,47928,0,0,3720,59830.71428571428,88492.42857142857
"2021-08-30 00:00:00",62019,0,0,9995,40226,53991.42857142857,78989.57142857143
"2021-08-31 00:00:00",51093,4916,0,4539,0,62466,63003.28571428572
"2021-09-01 00:00:00",61310,0,0,0,39752,76903.57142857143,69121
"2021-09-02 00:00:00",60555,31174,0,0,229,81091,80345.28571428571
"2021-09-03 00:00:00",28943,4916,0,0,37812,88822.14285714286,83576.85714285714
"2021-09-04 00:00:00",15401,0,0,0,6188,87326,73460.42857142857
"2021-09-05 00:00:00",78993,0,1149,0,874,77155.71428571429,76901.71428571429
"2021-09-06 00:00:00",56893,19620,0,1017,11753,73876.42857142857,96591.28571428571
"2021-09-07 00:00:00",32149,4630,0,0,0,70480.85714285714,98945.57142857143
"2021-09-08 00:00:00",56371,30776,0,0,0,68493,96907.85714285714
"2021-09-09 00:00:00",3420,0,0,0,0,55844.57142857143,67554.28571428571
"2021-09-10 00:00:00",21837,29953,0,0,42380,59058.57142857143,63890.71428571428
"2021-09-11 00:00:00",0,0,0,1773,0,56227.71428571428,65341.42857142857
"2021-09-12 00:00:00",96688,0,0,0,0,58466.42857142857,72628.14285714286
"2021-09-13 00:00:00",95483,0,0,3822,0,59897.857142857145,55833.28571428572
"2021-09-14 00:00:00",104258,35944,0,1687,0,74913.57142857143,56099
"2021-09-15 00:00:00",83264,0,0,2040,0,74650.14285714286,51357.57142857143
"2021-09-16 00:00:00",17756,0,0,0,9914,78114.57142857143,50288.71428571428
"2021-09-17 00:00:00",39182,0,0,0,4791,70943.42857142857,57730.71428571428
"2021-09-18 00:00:00",84282,0,3410,509,0,83290.42857142857,38917.857142857145
"2021-09-19 00:00:00",0,29864,0,0,42885,79870.57142857143,37903.857142857145
"2021-09-20 00:00:00",56273,0,0,1190,0,73893.14285714286,37823.142857142855
"2021-09-21 00:00:00",21021,26857,0,0,0,60462.857142857145,34205.28571428572
"2021-09-22 00:00:00",0,0,0,0,0,48276.57142857143,38852
"2021-09-23 00:00:00",0,4916,0,1227,0,45201.142857142855,31643.85714285714
"2021-09-24 00:00:00",3752,0,0,0,0,39455.28571428572,22384.14285714286
"2021-09-25 00:00:00",70257,27353,0,0,0,40799.28571428572,35310
"2021-09-26 00:00:00",17756,0,0,0,0,32943.142857142855,38713.71428571428
"2021-09-27 00:00:00",96862,0,0,582,41124,44529.57142857143,38665.57142857143
"2021-09-28 00:00:00",0,0,0,1227,0,37865.142857142855,50315.42857142857
"2021-09-29 00:00:00",135283,0,0,0,0,57191.28571428572,59894.57142857143
"2021-09-30 00:00:00",0,4916,0,510,10347,58567.142857142855,63425.142857142855
"2021-10-01 00:00:00",10877,24536,0,0,3240,63553.28571428572,71549.71428571429
"2021-10-02 00:00:00",14343,0,0,0,3264,52124.42857142857,60786.857142857145
"2021-10-03 00:00:00",2267,0,10227,0,0,51372.71428571428,49043.28571428572
"2021-10-04 00:00:00",1795,0,0,1165,38705,37529.42857142857,57886.42857142857
"2021-10-05 00:00:00",72677,0,6196,0,0,48621.71428571428,69398.28571428571
"2021-10-06 00:00:00",0,0,0,5324,42524,36131,73694.28571428571
"2021-10-07 00:00:00",61513,31286,0,2856,11592,49198.857142857145,71070.42857142857
"2021-10-08 00:00:00",10419,4916,0,0,40287,51622.857142857145,67828.57142857143
"2021-10-09 00:00:00",38082,22978,0,644,0,57922.42857142857,69431.85714285714
"2021-10-10 00:00:00",64206,0,5315,0,0,66069.28571428571,104311.85714285714
"2021-10-11 00:00:00",10873,6665,0,583,0,62706,96083.42857142857
"2021-10-12 00:00:00",39053,0,0,1163,0,57183.71428571428,78141.28571428571
"2021-10-13 00:00:00",91656,0,0,1018,0,63587.57142857143,71569.85714285714
"2021-10-14 00:00:00",14343,0,0,0,37727,55705,75205.42857142857
"2021-10-15 00:00:00",48766,27089,0,2213,0,58911.57142857143,75849.42857142857
"2021-10-16 00:00:00",88129,4630,0,0,0,63348,81698.57142857143
"2021-10-17 00:00:00",0,0,0,0,2874,53826.857142857145,56348.57142857143
"2021-10-18 00:00:00",61010,0,0,0,0,59953.71428571428,62876.28571428572
"2021-10-19 00:00:00",87509,27609,0,0,0,70653.85714285714,59894.142857142855
"2021-10-20 00:00:00",91312,0,0,0,2237,70778.85714285714,48646
"2021-10-21 00:00:00",14343,0,0,1498,13009,67461.71428571429,47368.71428571428
"2021-10-22 00:00:00",21074,0,916,0,0,59450.42857142857,58568.42857142857
"2021-10-23 00:00:00",70412,0,0,0,40168,61996.28571428572,49679.28571428572
"2021-10-24 00:00:00",41096,34079,0,0,11594,73981.57142857143,50902.71428571428
"2021-10-25 00:00:00",47609,0,0,1163,0,72233.42857142857,46840.857142857145
"2021-10-26 00:00:00",37364,0,0,0,2846,61532.28571428572,49455.857142857145
"2021-10-27 00:00:00",4107,4916,5860,0,0,50294.28571428572,79767.85714285714
"2021-10-28 00:00:00",96853,22978,0,511,15751,65614.85714285714,77480.57142857143
"2021-10-29 00:00:00",42458,0,0,3266,8754,70256.28571428571,63154.57142857143
"2021-10-30 00:00:00",120941,0,0,0,280,71776.42857142857,87878.57142857143
"2021-10-31 00:00:00",41796,24732,0,0,0,68884.57142857143,77380.42857142857
"2021-11-01 00:00:00",0,0,0,0,7299,62959.71428571428,72430.14285714286
"2021-11-02 00:00:00",67468,0,5250,0,0,67603.85714285714,94250.57142857143
"2021-11-03 00:00:00",0,25559,0,1399,41150,75207.57142857143,84022.85714285714
"2021-11-04 00:00:00",24575,5770,0,2755,0,60494.142857142855,88425.28571428571
"2021-11-05 00:00:00",57255,0,0,0,0,60890.57142857143,88989.71428571429
"2021-11-06 00:00:00",0,0,0,0,42986,49714,70468.71428571429
"2021-11-07 00:00:00",23429,0,0,0,0,43557,77023.28571428571
"2021-11-08 00:00:00",46592,32817,0,3006,0,54288.142857142855,76956.42857142857
"2021-11-09 00:00:00",44962,29750,0,0,8898,55844.142857142855,65772.28571428571
"2021-11-10 00:00:00",236985,0,0,0,0,79969.14285714286,51846.28571428572
"2021-11-11 00:00:00",34528,0,0,0,44823,86576.28571428571,63112.28571428572
"2021-11-12 00:00:00",0,30511,0,0,0,82755.71428571429,58940.42857142857
"2021-11-13 00:00:00",11542,5201,0,0,0,79006.85714285714,59566.57142857143
"2021-11-14 00:00:00",116236,0,0,0,0,92265,72447.85714285714
"2021-11-15 00:00:00",15783,0,0,4772,0,83427.57142857143,84556.42857142857
"2021-11-16 00:00:00",94209,0,0,2850,5243,86097.71428571429,90372.85714285714
"2021-11-17 00:00:00",82819,4630,0,2265,0,65059.142857142855,99870.28571428571
"2021-11-18 00:00:00",39082,5381,0,1938,0,60352.142857142855,95589
"2021-11-19 00:00:00",88457,25037,0,1158,34507,77302,112367.85714285714
"2021-11-20 00:00:00",9114,0,0,0,0,76212,115192.14285714286
"2021-11-21 00:00:00",36936,31488,0,0,0,69381.71428571429,95720
"2021-11-22 00:00:00",0,0,0,2330,13749,68742.42857142857,88853.42857142857
"2021-11-23 00:00:00",91848,0,0,0,43482,73460.71428571429,82852.42857142857
"2021-11-24 00:00:00",15850,35469,858,1227,0,68273.57142857143,76742
"2021-11-25 00:00:00",13360,16542,5958,0,1150,66931.85714285714,69066
"2021-11-26 00:00:00",15850,0,0,0,0,47887.57142857143,63887.857142857145
"2021-11-27 00:00:00",82070,0,0,0,0,58309.857142857145,61604.71428571428
"2021-11-28 00:00:00",93408,15921,0,0,2868,64563.28571428572,61944.857142857145
"2021-11-29 00:00:00",46857,0,0,583,12240,70792,62910
"2021-11-30 00:00:00",106373,0,0,0,11753,68334.42857142857,63082.57142857143
"2021-12-01 00:00:00",42591,0,0,1227,0,66965,53031.857142857145
"2021-12-02 00:00:00",58067,4916,0,5297,0,71432.28571428571,50852.42857142857
"2021-12-03 00:00:00",79376,0,0,3483,19013,83721.14285714286,50660.142857142855
"2021-12-04 00:00:00",10743,0,0,0,0,73531.57142857143,65884.71428571429
"2021-12-05 00:00:00",134093,0,0,0,44701,83045.28571428571,67549.71428571429
"2021-12-06 00:00:00",20954,4916,0,1163,37482,83736.14285714286,79695.85714285714
"2021-12-07 00:00:00",65443,0,0,0,0,76209.85714285714,83189.85714285714
