date,postcode,fuel,pc_median,st_median,spread,n_stations
2026-05-31,3221,ulp95,202.9,196.9,6.0,2
2026-05-31,3221,diesel,229.9,221.3,8.6,2
2026-05-31,3222,ulp91,177.4,179.9,-2.5,4
2026-05-31,3222,ulp95,196.9,196.9,0.0,4
2026-05-31,3222,diesel,219.9,221.3,-1.4,4
2026-05-31,3223,ulp91,177.9,179.9,-2.0,1
2026-05-31,3223,ulp95,191.9,196.9,-5.0,1
2026-05-31,3223,diesel,219.9,221.3,-1.4,1
2026-05-31,3224,ulp91,178.9,179.9,-1.0,4
2026-05-31,3224,ulp95,196.9,196.9,0.0,4
2026-05-31,3224,diesel,219.9,221.3,-1.4,4
2026-05-31,3225,ulp91,189.8,179.9,9.9,2
2026-05-31,3225,ulp95,224.3,196.9,27.4,2
2026-05-31,3225,diesel,239.9,221.3,18.6,2
2026-05-31,3226,ulp91,189.9,179.9,10.0,4
2026-05-31,3226,ulp95,205.9,196.9,9.0,4
2026-05-31,3226,diesel,219.9,221.3,-1.4,4
2026-05-31,3227,ulp91,171.9,179.9,-8.0,1
2026-05-31,3227,ulp95,179.9,196.9,-17.0,1
2026-05-31,3227,diesel,209.9,221.3,-11.4,1
2026-05-31,3228,ulp91,179.9,179.9,0.0,5
2026-05-31,3228,ulp95,194.9,196.9,-2.0,5
2026-05-31,3228,diesel,220.4,221.3,-0.9,5
2026-05-31,3230,ulp91,175.1,179.9,-4.8,1
2026-05-31,3230,ulp95,192.6,196.9,-4.3,1
2026-05-31,3230,diesel,218.9,221.3,-2.4,1
2026-05-31,3231,ulp91,189.0,179.9,9.1,1
2026-05-31,3231,diesel,225.0,221.3,3.7,1
2026-05-31,3232,ulp91,189.9,179.9,10.0,1
2026-05-31,3232,diesel,230.9,221.3,9.6,1
2026-05-31,3233,ulp91,183.9,179.9,4.0,2
2026-05-31,3233,ulp95,200.9,196.9,4.0,2
2026-05-31,3233,diesel,230.9,221.3,9.6,2
2026-05-31,3241,ulp91,182.9,179.9,3.0,2
2026-05-31,3241,ulp95,199.9,196.9,3.0,2
2026-05-31,3241,diesel,228.4,221.3,7.1,2
2026-05-31,3250,ulp91,183.9,179.9,4.0,8
2026-05-31,3250,ulp95,201.0,196.9,4.1,8
2026-05-31,3250,diesel,224.9,221.3,3.6,8
2026-05-31,3260,ulp91,179.9,179.9,0.0,5
2026-05-31,3260,ulp95,195.9,196.9,-1.0,5
2026-05-31,3260,diesel,225.9,221.3,4.6,5
2026-05-31,3264,ulp91,179.9,179.9,0.0,2
2026-05-31,3264,diesel,224.9,221.3,3.6,2
2026-05-31,3266,ulp91,184.4,179.9,4.5,3
2026-05-31,3266,ulp95,210.9,196.9,14.0,3
2026-05-31,3266,diesel,221.9,221.3,0.6,3
2026-05-31,3268,ulp91,179.9,179.9,0.0,4
2026-05-31,3268,diesel,229.9,221.3,8.6,4
2026-05-31,3269,ulp91,194.9,179.9,15.0,1
2026-05-31,3269,diesel,229.9,221.3,8.6,1
2026-05-31,3272,ulp91,183.9,179.9,4.0,3
2026-05-31,3272,ulp95,200.9,196.9,4.0,3
2026-05-31,3272,diesel,271.9,221.3,50.6,3
2026-05-31,3274,diesel,222.9,221.3,1.6,1
2026-05-31,3280,ulp91,179.1,179.9,-0.8,12
2026-05-31,3280,ulp95,194.9,196.9,-2.0,12
2026-05-31,3280,diesel,223.1,221.3,1.8,12
2026-05-31,3282,ulp91,179.9,179.9,0.0,1
2026-05-31,3282,ulp95,204.9,196.9,8.0,1
2026-05-31,3282,diesel,226.9,221.3,5.6,1
2026-05-31,3284,ulp91,176.9,179.9,-3.0,1
2026-05-31,3284,diesel,222.9,221.3,1.6,1
2026-05-31,3289,ulp91,196.2,179.9,16.3,1
2026-05-31,3289,diesel,224.9,221.3,3.6,1
2026-05-31,3292,ulp91,189.9,179.9,10.0,1
2026-05-31,3292,diesel,219.9,221.3,-1.4,1
2026-05-31,3293,ulp91,195.9,179.9,16.0,1
2026-05-31,3293,diesel,240.9,221.3,19.6,1
2026-05-31,3294,ulp91,179.9,179.9,0.0,1
2026-05-31,3294,diesel,209.9,221.3,-11.4,1
2026-05-31,3300,ulp91,175.9,179.9,-4.0,10
2026-05-31,3300,ulp95,194.4,196.9,-2.5,10
2026-05-31,3300,diesel,214.9,221.3,-6.4,10
2026-05-31,3304,ulp91,187.4,179.9,7.5,2
2026-05-31,3304,diesel,223.9,221.3,2.6,2
2026-05-31,3305,ulp91,179.7,179.9,-0.2,6
2026-05-31,3305,ulp95,194.7,196.9,-2.2,6
2026-05-31,3305,diesel,206.9,221.3,-14.4,6
2026-05-31,3311,ulp91,195.9,179.9,16.0,4
2026-05-31,3311,diesel,217.9,221.3,-3.4,4
2026-05-31,3315,ulp91,172.9,179.9,-7.0,1
2026-05-31,3315,diesel,209.9,221.3,-11.4,1
2026-05-31,3317,ulp91,278.9,179.9,99.0,1
2026-05-31,3317,diesel,347.2,221.3,125.9,1
2026-05-31,3318,ulp91,186.9,179.9,7.0,3
2026-05-31,3318,ulp95,197.9,196.9,1.0,3
2026-05-31,3318,diesel,225.9,221.3,4.6,3
2026-05-31,3321,ulp91,186.9,179.9,7.0,1
2026-05-31,3321,diesel,233.9,221.3,12.6,1
2026-05-31,3324,ulp91,192.4,179.9,12.5,4
2026-05-31,3324,ulp95,237.9,196.9,41.0,4
2026-05-31,3324,diesel,237.9,221.3,16.6,4
2026-05-31,3325,ulp91,181.9,179.9,2.0,2
2026-05-31,3325,diesel,227.0,221.3,5.7,2
2026-05-31,3330,diesel,226.9,221.3,5.6,1
2026-05-31,3331,ulp91,175.9,179.9,-4.0,4
2026-05-31,3331,ulp95,193.9,196.9,-3.0,4
2026-05-31,3331,diesel,217.9,221.3,-3.4,4
2026-05-31,3333,ulp91,172.9,179.9,-7.0,1
2026-05-31,3333,ulp95,180.9,196.9,-16.0,1
2026-05-31,3333,diesel,219.9,221.3,-1.4,1
2026-05-31,3335,ulp91,179.9,179.9,0.0,2
2026-05-31,3335,ulp95,196.9,196.9,0.0,2
2026-05-31,3335,diesel,218.9,221.3,-2.4,2
2026-05-31,3337,ulp91,183.7,179.9,3.8,11
2026-05-31,3337,ulp95,200.9,196.9,4.0,11
2026-05-31,3337,diesel,221.9,221.3,0.6,11
2026-05-31,3338,ulp91,179.9,179.9,0.0,3
2026-05-31,3338,ulp95,196.9,196.9,0.0,3
2026-05-31,3340,ulp91,178.9,179.9,-1.0,8
2026-05-31,3340,ulp95,194.6,196.9,-2.3,8
2026-05-31,3340,diesel,222.5,221.3,1.2,8
2026-05-31,3342,ulp91,186.9,179.9,7.0,2
2026-05-31,3350,ulp91,176.0,179.9,-3.9,21
2026-05-31,3350,ulp95,192.6,196.9,-4.3,21
2026-05-31,3350,diesel,219.9,221.3,-1.4,21
2026-05-31,3351,ulp91,198.9,179.9,19.0,6
2026-05-31,3351,ulp95,196.9,196.9,0.0,6
2026-05-31,3351,diesel,233.9,221.3,12.6,6
2026-05-31,3352,ulp91,178.9,179.9,-1.0,5
2026-05-31,3352,ulp95,195.8,196.9,-1.1,5
2026-05-31,3352,diesel,216.9,221.3,-4.4,5
2026-05-31,3355,ulp91,173.9,179.9,-6.0,11
2026-05-31,3355,ulp95,194.9,196.9,-2.0,11
2026-05-31,3355,diesel,222.4,221.3,1.1,11
2026-05-31,3356,ulp91,177.3,179.9,-2.6,6
2026-05-31,3356,ulp95,196.4,196.9,-0.5,6
2026-05-31,3356,diesel,234.8,221.3,13.5,6
2026-05-31,3357,ulp91,194.9,179.9,15.0,1
2026-05-31,3357,diesel,231.9,221.3,10.6,1
2026-05-31,3358,ulp91,181.9,179.9,2.0,1
2026-05-31,3358,ulp95,198.9,196.9,2.0,1
2026-05-31,3361,ulp91,179.9,179.9,0.0,1
2026-05-31,3361,diesel,236.9,221.3,15.6,1
2026-05-31,3363,ulp91,179.1,179.9,-0.8,1
2026-05-31,3363,diesel,221.1,221.3,-0.2,1
2026-05-31,3370,ulp91,179.9,179.9,0.0,1
2026-05-31,3370,diesel,229.9,221.3,8.6,1
2026-05-31,3373,ulp91,176.9,179.9,-3.0,2
2026-05-31,3373,ulp95,196.9,196.9,0.0,2
2026-05-31,3373,diesel,216.9,221.3,-4.4,2
2026-05-31,3374,ulp91,179.9,179.9,0.0,1
2026-05-31,3377,ulp91,175.3,179.9,-4.6,7
2026-05-31,3377,ulp95,196.6,196.9,-0.3,7
2026-05-31,3377,diesel,216.2,221.3,-5.1,7
2026-05-31,3380,ulp91,174.9,179.9,-5.0,5
2026-05-31,3380,ulp95,193.9,196.9,-3.0,5
2026-05-31,3380,diesel,216.9,221.3,-4.4,5
2026-05-31,3381,ulp91,188.9,179.9,9.0,1
2026-05-31,3381,diesel,227.9,221.3,6.6,1
2026-05-31,3384,ulp91,200.9,179.9,21.0,2
2026-05-31,3384,diesel,240.4,221.3,19.1,2
2026-05-31,3388,ulp91,196.9,179.9,17.0,2
2026-05-31,3388,diesel,227.9,221.3,6.6,2
2026-05-31,3390,ulp91,181.9,179.9,2.0,1
2026-05-31,3390,diesel,225.9,221.3,4.6,1
2026-05-31,3391,ulp91,201.1,179.9,21.2,1
2026-05-31,3391,diesel,259.0,221.3,37.7,1
2026-05-31,3392,ulp91,189.9,179.9,10.0,1
2026-05-31,3392,diesel,219.9,221.3,-1.4,1
2026-05-31,3393,ulp91,195.9,179.9,16.0,3
2026-05-31,3393,ulp95,205.9,196.9,9.0,3
2026-05-31,3393,diesel,249.9,221.3,28.6,3
2026-05-31,3395,ulp91,203.4,179.9,23.5,2
2026-05-31,3395,diesel,228.4,221.3,7.1,2
2026-05-31,3396,ulp91,185.9,179.9,6.0,2
2026-05-31,3396,diesel,233.4,221.3,12.1,2
2026-05-31,3400,ulp91,181.9,179.9,2.0,14
2026-05-31,3400,ulp95,199.9,196.9,3.0,14
2026-05-31,3400,diesel,222.6,221.3,1.3,14
2026-05-31,3401,ulp91,179.9,179.9,0.0,2
2026-05-31,3401,ulp95,194.9,196.9,-2.0,2
2026-05-31,3401,diesel,221.9,221.3,0.6,2
2026-05-31,3407,ulp91,185.9,179.9,6.0,1
2026-05-31,3407,diesel,229.9,221.3,8.6,1
2026-05-31,3408,ulp91,193.9,179.9,14.0,1
2026-05-31,3408,diesel,219.9,221.3,-1.4,1
2026-05-31,3412,ulp91,189.9,179.9,10.0,1
2026-05-31,3412,diesel,229.9,221.3,8.6,1
2026-05-31,3414,ulp91,179.9,179.9,0.0,2
2026-05-31,3414,diesel,217.9,221.3,-3.4,2
2026-05-31,3418,ulp91,194.9,179.9,15.0,6
2026-05-31,3418,ulp95,204.9,196.9,8.0,6
2026-05-31,3418,diesel,219.9,221.3,-1.4,6
2026-05-31,3419,ulp91,195.9,179.9,16.0,1
2026-05-31,3419,diesel,231.9,221.3,10.6,1
2026-05-31,3423,ulp91,199.9,179.9,20.0,1
2026-05-31,3423,ulp95,211.9,196.9,15.0,1
2026-05-31,3423,diesel,225.9,221.3,4.6,1
2026-05-31,3424,ulp91,189.9,179.9,10.0,1
2026-05-31,3424,diesel,269.9,221.3,48.6,1
2026-05-31,3428,ulp91,176.9,179.9,-3.0,1
2026-05-31,3428,diesel,225.9,221.3,4.6,1
2026-05-31,3429,ulp91,178.6,179.9,-1.3,8
2026-05-31,3429,ulp95,195.2,196.9,-1.7,8
2026-05-31,3429,diesel,221.1,221.3,-0.2,8
2026-05-31,3431,ulp91,185.9,179.9,6.0,2
2026-05-31,3431,diesel,225.9,221.3,4.6,2
2026-05-31,3434,ulp91,179.9,179.9,0.0,2
2026-05-31,3434,ulp95,196.9,196.9,0.0,2
2026-05-31,3434,diesel,217.4,221.3,-3.9,2
2026-05-31,3435,ulp91,178.5,179.9,-1.4,1
2026-05-31,3435,diesel,217.5,221.3,-3.8,1
2026-05-31,3437,ulp91,189.8,179.9,9.9,2
2026-05-31,3437,ulp95,206.9,196.9,10.0,2
2026-05-31,3440,ulp91,185.9,179.9,6.0,1
2026-05-31,3440,diesel,228.7,221.3,7.4,1
2026-05-31,3442,ulp91,185.9,179.9,6.0,2
2026-05-31,3442,ulp95,202.9,196.9,6.0,2
2026-05-31,3444,ulp91,189.9,179.9,10.0,5
2026-05-31,3444,ulp95,206.9,196.9,10.0,5
2026-05-31,3444,diesel,224.9,221.3,3.6,5
2026-05-31,3447,ulp91,179.5,179.9,-0.4,1
2026-05-31,3450,ulp91,189.9,179.9,10.0,4
2026-05-31,3450,ulp95,208.9,196.9,12.0,4
2026-05-31,3450,diesel,253.7,221.3,32.4,4
2026-05-31,3451,ulp91,199.0,179.9,19.1,1
2026-05-31,3451,diesel,235.0,221.3,13.7,1
2026-05-31,3453,ulp91,187.9,179.9,8.0,2
2026-05-31,3453,ulp95,205.9,196.9,9.0,2
2026-05-31,3453,diesel,238.4,221.3,17.1,2
2026-05-31,3458,ulp91,190.4,179.9,10.5,2
2026-05-31,3458,ulp95,215.9,196.9,19.0,2
2026-05-31,3458,diesel,241.9,221.3,20.6,2
2026-05-31,3460,ulp91,179.1,179.9,-0.8,3
2026-05-31,3460,ulp95,196.6,196.9,-0.3,3
2026-05-31,3460,diesel,223.3,221.3,2.0,3
2026-05-31,3464,ulp91,225.9,179.9,46.0,1
2026-05-31,3464,diesel,250.9,221.3,29.6,1
2026-05-31,3465,ulp91,177.5,179.9,-2.4,5
2026-05-31,3465,ulp95,194.2,196.9,-2.7,5
2026-05-31,3465,diesel,219.9,221.3,-1.4,5
2026-05-31,3467,ulp91,211.4,179.9,31.5,2
2026-05-31,3467,diesel,269.4,221.3,48.1,2
2026-05-31,3478,ulp91,198.9,179.9,19.0,5
2026-05-31,3478,ulp95,213.9,196.9,17.0,5
2026-05-31,3478,diesel,238.9,221.3,17.6,5
2026-05-31,3480,ulp91,189.9,179.9,10.0,2
2026-05-31,3480,diesel,225.9,221.3,4.6,2
2026-05-31,3483,ulp91,217.0,179.9,37.1,3
2026-05-31,3483,diesel,226.9,221.3,5.6,3
2026-05-31,3485,ulp91,183.9,179.9,4.0,1
2026-05-31,3485,diesel,213.9,221.3,-7.4,1
2026-05-31,3488,ulp91,224.9,179.9,45.0,1
2026-05-31,3488,diesel,255.9,221.3,34.6,1
2026-05-31,3490,ulp91,185.9,179.9,6.0,5
2026-05-31,3490,ulp95,197.9,196.9,1.0,5
2026-05-31,3490,diesel,213.9,221.3,-7.4,5
2026-05-31,3496,ulp91,187.9,179.9,8.0,3
2026-05-31,3496,ulp95,259.9,196.9,63.0,3
2026-05-31,3496,diesel,229.9,221.3,8.6,3
2026-05-31,3498,ulp91,183.9,179.9,4.0,3
2026-05-31,3498,ulp95,199.4,196.9,2.5,3
2026-05-31,3498,diesel,214.4,221.3,-6.9,3
2026-05-31,3500,ulp91,182.9,179.9,3.0,14
2026-05-31,3500,ulp95,196.6,196.9,-0.3,14
2026-05-31,3500,diesel,220.5,221.3,-0.8,14
2026-05-31,3505,ulp91,193.9,179.9,14.0,2
2026-05-31,3505,diesel,244.9,221.3,23.6,2
2026-05-31,3507,ulp91,224.9,179.9,45.0,1
2026-05-31,3507,diesel,255.9,221.3,34.6,1
2026-05-31,3509,ulp91,210.9,179.9,31.0,1
2026-05-31,3509,diesel,244.9,221.3,23.6,1
2026-05-31,3512,ulp91,189.9,179.9,10.0,1
2026-05-31,3512,diesel,219.9,221.3,-1.4,1
2026-05-31,3515,diesel,226.9,221.3,5.6,1
2026-05-31,3516,ulp91,189.9,179.9,10.0,1
2026-05-31,3517,ulp91,191.4,179.9,11.5,2
2026-05-31,3517,diesel,227.9,221.3,6.6,2
2026-05-31,3518,ulp91,192.9,179.9,13.0,1
2026-05-31,3518,diesel,232.9,221.3,11.6,1
2026-05-31,3523,ulp91,189.9,179.9,10.0,3
2026-05-31,3523,ulp95,206.9,196.9,10.0,3
2026-05-31,3523,diesel,219.9,221.3,-1.4,3
2026-05-31,3525,ulp91,192.9,179.9,13.0,3
2026-05-31,3525,ulp95,209.9,196.9,13.0,3
2026-05-31,3525,diesel,226.9,221.3,5.6,3
2026-05-31,3527,ulp91,193.9,179.9,14.0,1
2026-05-31,3527,diesel,235.9,221.3,14.6,1
2026-05-31,3531,ulp91,183.9,179.9,4.0,1
2026-05-31,3531,diesel,213.9,221.3,-7.4,1
2026-05-31,3533,ulp91,197.9,179.9,18.0,3
2026-05-31,3533,diesel,226.9,221.3,5.6,3
2026-05-31,3537,ulp91,189.9,179.9,10.0,1
2026-05-31,3537,ulp95,208.9,196.9,12.0,1
2026-05-31,3537,diesel,236.9,221.3,15.6,1
2026-05-31,3540,ulp91,183.9,179.9,4.0,1
2026-05-31,3540,diesel,213.9,221.3,-7.4,1
2026-05-31,3549,ulp91,193.9,179.9,14.0,1
2026-05-31,3549,diesel,229.9,221.3,8.6,1
2026-05-31,3550,ulp91,179.9,179.9,0.0,17
2026-05-31,3550,ulp95,196.6,196.9,-0.3,17
2026-05-31,3550,diesel,223.3,221.3,2.0,17
2026-05-31,3551,ulp91,184.9,179.9,5.0,7
2026-05-31,3551,ulp95,198.9,196.9,2.0,7
2026-05-31,3551,diesel,219.6,221.3,-1.7,7
2026-05-31,3554,ulp91,225.9,179.9,46.0,1
2026-05-31,3554,diesel,245.9,221.3,24.6,1
2026-05-31,3555,ulp91,179.9,179.9,0.0,7
2026-05-31,3555,ulp95,196.9,196.9,0.0,7
2026-05-31,3555,diesel,223.4,221.3,2.1,7
2026-05-31,3556,ulp91,188.9,179.9,9.0,2
2026-05-31,3556,diesel,236.9,221.3,15.6,2
2026-05-31,3558,ulp91,187.9,179.9,8.0,1
2026-05-31,3558,diesel,229.9,221.3,8.6,1
2026-05-31,3559,ulp91,189.9,179.9,10.0,1
2026-05-31,3559,diesel,228.9,221.3,7.6,1
2026-05-31,3561,ulp91,189.9,179.9,10.0,3
2026-05-31,3561,diesel,271.4,221.3,50.1,3
2026-05-31,3562,ulp91,184.9,179.9,5.0,1
2026-05-31,3562,diesel,235.9,221.3,14.6,1
2026-05-31,3563,ulp91,192.9,179.9,13.0,1
2026-05-31,3563,diesel,232.9,221.3,11.6,1
2026-05-31,3564,ulp91,178.5,179.9,-1.4,11
2026-05-31,3564,ulp95,196.6,196.9,-0.3,11
2026-05-31,3564,diesel,219.9,221.3,-1.4,11
2026-05-31,3566,ulp91,195.0,179.9,15.1,1
2026-05-31,3566,diesel,230.0,221.3,8.7,1
2026-05-31,3568,ulp91,193.0,179.9,13.1,5
2026-05-31,3568,diesel,228.9,221.3,7.6,5
2026-05-31,3573,ulp91,202.9,179.9,23.0,1
2026-05-31,3573,diesel,235.9,221.3,14.6,1
2026-05-31,3575,ulp91,189.9,179.9,10.0,1
2026-05-31,3575,ulp95,199.9,196.9,3.0,1
2026-05-31,3575,diesel,229.9,221.3,8.6,1
2026-05-31,3579,ulp91,182.9,179.9,3.0,6
2026-05-31,3579,ulp95,203.4,196.9,6.5,6
2026-05-31,3579,diesel,222.9,221.3,1.6,6
2026-05-31,3581,ulp91,179.9,179.9,0.0,1
2026-05-31,3581,diesel,216.9,221.3,-4.4,1
2026-05-31,3584,ulp91,179.9,179.9,0.0,1
2026-05-31,3585,ulp91,188.4,179.9,8.5,10
2026-05-31,3585,ulp95,205.4,196.9,8.5,10
2026-05-31,3585,diesel,224.9,221.3,3.6,10
2026-05-31,3594,ulp91,187.9,179.9,8.0,2
2026-05-31,3594,diesel,232.9,221.3,11.6,2
2026-05-31,3597,ulp91,200.9,179.9,21.0,1
2026-05-31,3597,diesel,230.9,221.3,9.6,1
2026-05-31,3599,ulp91,191.9,179.9,12.0,1
2026-05-31,3599,diesel,236.9,221.3,15.6,1
2026-05-31,3608,ulp91,181.4,179.9,1.5,2
2026-05-31,3608,ulp95,194.9,196.9,-2.0,2
2026-05-31,3608,diesel,222.9,221.3,1.6,2
2026-05-31,3610,ulp91,203.9,179.9,24.0,1
2026-05-31,3612,ulp91,178.9,179.9,-1.0,1
2026-05-31,3616,ulp91,181.4,179.9,1.5,2
2026-05-31,3616,diesel,245.9,221.3,24.6,2
2026-05-31,3617,ulp91,179.9,179.9,0.0,1
2026-05-31,3617,diesel,219.9,221.3,-1.4,1
2026-05-31,3620,ulp91,183.9,179.9,4.0,4
2026-05-31,3620,ulp95,204.4,196.9,7.5,4
2026-05-31,3620,diesel,226.9,221.3,5.6,4
2026-05-31,3621,ulp91,189.9,179.9,10.0,1
2026-05-31,3621,diesel,253.9,221.3,32.6,1
2026-05-31,3623,ulp91,184.9,179.9,5.0,1
2026-05-31,3623,diesel,229.9,221.3,8.6,1
2026-05-31,3629,ulp91,180.9,179.9,1.0,4
2026-05-31,3629,ulp95,194.9,196.9,-2.0,4
2026-05-31,3629,diesel,219.7,221.3,-1.6,4
2026-05-31,3630,ulp91,179.9,179.9,0.0,15
2026-05-31,3630,ulp95,196.4,196.9,-0.5,15
2026-05-31,3630,diesel,229.9,221.3,8.6,15
2026-05-31,3631,ulp91,175.9,179.9,-4.0,4
2026-05-31,3631,ulp95,191.2,196.9,-5.7,4
2026-05-31,3631,diesel,221.1,221.3,-0.2,4
2026-05-31,3635,ulp91,181.9,179.9,2.0,1
2026-05-31,3635,diesel,225.9,221.3,4.6,1
2026-05-31,3636,ulp91,187.9,179.9,8.0,1
2026-05-31,3636,diesel,220.9,221.3,-0.4,1
2026-05-31,3638,ulp91,193.9,179.9,14.0,2
2026-05-31,3638,ulp95,220.9,196.9,24.0,2
2026-05-31,3638,diesel,229.9,221.3,8.6,2
2026-05-31,3639,ulp91,194.9,179.9,15.0,1
2026-05-31,3639,diesel,234.9,221.3,13.6,1
2026-05-31,3640,ulp91,189.9,179.9,10.0,1
2026-05-31,3640,diesel,229.9,221.3,8.6,1
2026-05-31,3641,ulp91,329.9,179.9,150.0,1
2026-05-31,3644,ulp91,188.9,179.9,9.0,6
2026-05-31,3644,ulp95,220.9,196.9,24.0,6
2026-05-31,3644,diesel,224.9,221.3,3.6,6
2026-05-31,3650,ulp91,175.5,179.9,-4.4,1
2026-05-31,3650,ulp95,183.5,196.9,-13.4,1
2026-05-31,3650,diesel,219.9,221.3,-1.4,1
2026-05-31,3658,ulp91,179.9,179.9,0.0,1
2026-05-31,3658,ulp95,193.9,196.9,-3.0,1
2026-05-31,3659,ulp91,179.9,179.9,0.0,2
2026-05-31,3659,ulp95,196.9,196.9,0.0,2
2026-05-31,3659,diesel,219.9,221.3,-1.4,2
2026-05-31,3660,ulp91,175.9,179.9,-4.0,5
2026-05-31,3660,ulp95,196.4,196.9,-0.5,5
2026-05-31,3660,diesel,228.9,221.3,7.6,5
2026-05-31,3662,ulp91,188.0,179.9,8.1,1
2026-05-31,3662,ulp95,206.0,196.9,9.1,1
2026-05-31,3662,diesel,230.0,221.3,8.7,1
2026-05-31,3664,ulp91,181.9,179.9,2.0,1
2026-05-31,3664,ulp95,198.9,196.9,2.0,1
2026-05-31,3664,diesel,222.9,221.3,1.6,1
2026-05-31,3666,ulp91,184.5,179.9,4.6,2
2026-05-31,3666,ulp95,202.8,196.9,5.9,2
2026-05-31,3666,diesel,219.5,221.3,-1.8,2
2026-05-31,3669,ulp91,189.9,179.9,10.0,1
2026-05-31,3669,diesel,229.9,221.3,8.6,1
2026-05-31,3672,ulp91,179.1,179.9,-0.8,8
2026-05-31,3672,ulp95,198.9,196.9,2.0,8
2026-05-31,3672,diesel,223.3,221.3,2.0,8
2026-05-31,3673,ulp91,177.9,179.9,-2.0,1
2026-05-31,3673,ulp95,199.9,196.9,3.0,1
2026-05-31,3673,diesel,219.9,221.3,-1.4,1
2026-05-31,3675,ulp91,179.9,179.9,0.0,2
2026-05-31,3675,ulp95,196.9,196.9,0.0,2
2026-05-31,3675,diesel,219.9,221.3,-1.4,2
2026-05-31,3677,ulp91,180.3,179.9,0.4,6
2026-05-31,3677,ulp95,196.6,196.9,-0.3,6
2026-05-31,3677,diesel,221.1,221.3,-0.2,6
2026-05-31,3678,ulp91,188.9,179.9,9.0,2
2026-05-31,3678,diesel,231.9,221.3,10.6,2
2026-05-31,3683,ulp91,216.9,179.9,37.0,1
2026-05-31,3683,diesel,246.9,221.3,25.6,1
2026-05-31,3685,ulp91,182.9,179.9,3.0,2
2026-05-31,3685,diesel,241.9,221.3,20.6,2
2026-05-31,3687,diesel,233.9,221.3,12.6,1
2026-05-31,3688,ulp91,187.9,179.9,8.0,1
2026-05-31,3688,diesel,234.9,221.3,13.6,1
2026-05-31,3689,diesel,225.9,221.3,4.6,1
2026-05-31,3690,ulp91,180.4,179.9,0.5,17
2026-05-31,3690,ulp95,197.6,196.9,0.7,17
2026-05-31,3690,diesel,225.9,221.3,4.6,17
2026-05-31,3691,ulp91,189.9,179.9,10.0,6
2026-05-31,3691,ulp95,204.9,196.9,8.0,6
2026-05-31,3691,diesel,238.4,221.3,17.1,6
2026-05-31,3698,ulp91,189.9,179.9,10.0,1
2026-05-31,3698,diesel,237.9,221.3,16.6,1
2026-05-31,3699,ulp91,189.9,179.9,10.0,1
2026-05-31,3699,ulp95,205.9,196.9,9.0,1
2026-05-31,3699,diesel,229.9,221.3,8.6,1
2026-05-31,3700,ulp91,213.4,179.9,33.5,2
2026-05-31,3700,ulp95,234.9,196.9,38.0,2
2026-05-31,3700,diesel,267.4,221.3,46.1,2
2026-05-31,3701,ulp91,241.4,179.9,61.5,2
2026-05-31,3701,ulp95,300.0,196.9,103.1,2
2026-05-31,3701,diesel,274.9,221.3,53.6,2
2026-05-31,3707,ulp91,207.5,179.9,27.6,4
2026-05-31,3707,diesel,249.9,221.3,28.6,4
2026-05-31,3709,ulp91,220.0,179.9,40.1,1
2026-05-31,3709,diesel,258.0,221.3,36.7,1
2026-05-31,3711,ulp91,189.9,179.9,10.0,1
2026-05-31,3711,diesel,242.9,221.3,21.6,1
2026-05-31,3712,ulp91,187.7,179.9,7.8,1
2026-05-31,3712,diesel,227.7,221.3,6.4,1
2026-05-31,3713,ulp91,224.9,179.9,45.0,2
2026-05-31,3713,diesel,329.9,221.3,108.6,2
2026-05-31,3714,ulp91,189.9,179.9,10.0,2
2026-05-31,3714,diesel,231.9,221.3,10.6,2
2026-05-31,3715,ulp91,189.9,179.9,10.0,1
2026-05-31,3715,diesel,239.9,221.3,18.6,1
2026-05-31,3717,ulp91,195.9,179.9,16.0,3
2026-05-31,3717,ulp95,213.9,196.9,17.0,3
2026-05-31,3717,diesel,244.9,221.3,23.6,3
2026-05-31,3719,ulp91,193.9,179.9,14.0,1
2026-05-31,3720,ulp91,195.4,179.9,15.5,2
2026-05-31,3720,diesel,255.9,221.3,34.6,2
2026-05-31,3722,ulp91,199.9,179.9,20.0,3
2026-05-31,3722,ulp95,216.9,196.9,20.0,3
2026-05-31,3722,diesel,229.9,221.3,8.6,3
2026-05-31,3723,ulp91,275.9,179.9,96.0,1
2026-05-31,3728,diesel,226.9,221.3,5.6,1
2026-05-31,3730,ulp91,189.9,179.9,10.0,5
2026-05-31,3730,ulp95,206.9,196.9,10.0,5
2026-05-31,3730,diesel,242.4,221.3,21.1,5
2026-05-31,3733,ulp91,202.9,179.9,23.0,1
2026-05-31,3733,diesel,239.9,221.3,18.6,1
2026-05-31,3737,ulp91,183.5,179.9,3.6,3
2026-05-31,3737,diesel,219.5,221.3,-1.8,3
2026-05-31,3740,ulp91,183.9,179.9,4.0,1
2026-05-31,3740,diesel,219.9,221.3,-1.4,1
2026-05-31,3741,ulp91,185.9,179.9,6.0,3
2026-05-31,3741,diesel,219.9,221.3,-1.4,3
2026-05-31,3742,ulp91,189.9,179.9,10.0,1
2026-05-31,3742,diesel,229.9,221.3,8.6,1
2026-05-31,3747,ulp91,182.9,179.9,3.0,1
2026-05-31,3747,diesel,219.9,221.3,-1.4,1
2026-05-31,3749,ulp91,194.9,179.9,15.0,1
2026-05-31,3749,diesel,221.9,221.3,0.6,1
