date,postcode,fuel,pc_median,st_median,spread,n_stations
2026-05-31,3750,ulp91,187.9,179.9,8.0,4
2026-05-31,3750,ulp95,203.9,196.9,7.0,4
2026-05-31,3752,ulp91,183.7,179.9,3.8,5
2026-05-31,3752,ulp95,200.7,196.9,3.8,5
2026-05-31,3752,diesel,221.1,221.3,-0.2,5
2026-05-31,3754,ulp91,183.7,179.9,3.8,5
2026-05-31,3754,ulp95,199.4,196.9,2.5,5
2026-05-31,3754,diesel,220.9,221.3,-0.4,5
2026-05-31,3756,ulp91,185.9,179.9,6.0,9
2026-05-31,3756,ulp95,193.7,196.9,-3.2,9
2026-05-31,3756,diesel,219.9,221.3,-1.4,9
2026-05-31,3757,ulp91,183.7,179.9,3.8,2
2026-05-31,3757,ulp95,199.2,196.9,2.3,2
2026-05-31,3757,diesel,219.9,221.3,-1.4,2
2026-05-31,3763,ulp91,183.5,179.9,3.6,1
2026-05-31,3763,ulp95,197.5,196.9,0.6,1
2026-05-31,3763,diesel,219.9,221.3,-1.4,1
2026-05-31,3764,ulp91,178.3,179.9,-1.6,4
2026-05-31,3764,ulp95,196.6,196.9,-0.3,4
2026-05-31,3764,diesel,217.5,221.3,-3.8,4
2026-05-31,3765,ulp91,176.5,179.9,-3.4,1
2026-05-31,3765,diesel,218.9,221.3,-2.4,1
2026-05-31,3775,ulp91,185.9,179.9,6.0,2
2026-05-31,3775,ulp95,199.9,196.9,3.0,2
2026-05-31,3775,diesel,228.9,221.3,7.6,2
2026-05-31,3777,ulp91,185.9,179.9,6.0,4
2026-05-31,3777,ulp95,202.9,196.9,6.0,4
2026-05-31,3777,diesel,223.5,221.3,2.2,4
2026-05-31,3778,ulp91,186.9,179.9,7.0,1
2026-05-31,3779,ulp91,259.9,179.9,80.0,1
2026-05-31,3779,diesel,334.9,221.3,113.6,1
2026-05-31,3782,ulp91,183.7,179.9,3.8,2
2026-05-31,3782,ulp95,201.2,196.9,4.3,2
2026-05-31,3782,diesel,222.9,221.3,1.6,2
2026-05-31,3783,ulp91,185.9,179.9,6.0,1
2026-05-31,3785,ulp91,309.9,179.9,130.0,1
2026-05-31,3793,ulp91,187.9,179.9,8.0,1
2026-05-31,3793,ulp95,204.9,196.9,8.0,1
2026-05-31,3795,ulp91,187.9,179.9,8.0,1
2026-05-31,3796,ulp91,176.4,179.9,-3.5,1
2026-05-31,3796,diesel,216.9,221.3,-4.4,1
2026-05-31,3797,ulp91,179.9,179.9,0.0,1
2026-05-31,3797,ulp95,198.9,196.9,2.0,1
2026-05-31,3797,diesel,219.9,221.3,-1.4,1
2026-05-31,3799,ulp91,182.9,179.9,3.0,1
2026-05-31,3799,diesel,229.9,221.3,8.6,1
2026-05-31,3802,ulp91,179.8,179.9,-0.1,4
2026-05-31,3802,ulp95,197.9,196.9,1.0,4
2026-05-31,3802,diesel,217.6,221.3,-3.7,4
2026-05-31,3803,ulp91,178.8,179.9,-1.1,4
2026-05-31,3803,ulp95,196.1,196.9,-0.8,4
2026-05-31,3803,diesel,221.9,221.3,0.6,4
2026-05-31,3804,ulp91,177.8,179.9,-2.1,2
2026-05-31,3804,diesel,217.6,221.3,-3.7,2
2026-05-31,3805,ulp91,183.7,179.9,3.8,8
2026-05-31,3805,ulp95,197.2,196.9,0.3,8
2026-05-31,3805,diesel,223.3,221.3,2.0,8
2026-05-31,3806,ulp91,183.8,179.9,3.9,4
2026-05-31,3806,ulp95,201.1,196.9,4.2,4
2026-05-31,3806,diesel,222.9,221.3,1.6,4
2026-05-31,3807,ulp91,175.9,179.9,-4.0,2
2026-05-31,3807,ulp95,191.9,196.9,-5.0,2
2026-05-31,3807,diesel,214.7,221.3,-6.6,2
2026-05-31,3809,ulp91,174.4,179.9,-5.5,8
2026-05-31,3809,ulp95,189.6,196.9,-7.3,8
2026-05-31,3809,diesel,219.9,221.3,-1.4,8
2026-05-31,3810,ulp91,174.9,179.9,-5.0,13
2026-05-31,3810,ulp95,194.9,196.9,-2.0,13
2026-05-31,3810,diesel,219.9,221.3,-1.4,13
2026-05-31,3812,ulp91,179.9,179.9,0.0,1
2026-05-31,3816,ulp91,175.9,179.9,-4.0,2
2026-05-31,3816,ulp95,192.9,196.9,-4.0,2
2026-05-31,3816,diesel,219.9,221.3,-1.4,2
2026-05-31,3818,ulp91,175.9,179.9,-4.0,2
2026-05-31,3818,ulp95,189.9,196.9,-7.0,2
2026-05-31,3818,diesel,219.9,221.3,-1.4,2
2026-05-31,3820,ulp91,178.3,179.9,-1.6,8
2026-05-31,3820,ulp95,196.8,196.9,-0.1,8
2026-05-31,3820,diesel,219.9,221.3,-1.4,8
2026-05-31,3822,ulp91,181.9,179.9,2.0,1
2026-05-31,3822,ulp95,203.9,196.9,7.0,1
2026-05-31,3822,diesel,226.9,221.3,5.6,1
2026-05-31,3823,ulp91,175.3,179.9,-4.6,1
2026-05-31,3823,ulp95,189.3,196.9,-7.6,1
2026-05-31,3823,diesel,219.9,221.3,-1.4,1
2026-05-31,3824,ulp91,175.9,179.9,-4.0,3
2026-05-31,3824,diesel,220.9,221.3,-0.4,3
2026-05-31,3825,ulp91,175.1,179.9,-4.8,8
2026-05-31,3825,ulp95,192.6,196.9,-4.3,8
2026-05-31,3825,diesel,211.5,221.3,-9.8,8
2026-05-31,3831,ulp91,180.0,179.9,0.1,1
2026-05-31,3831,diesel,223.0,221.3,1.7,1
2026-05-31,3832,ulp91,189.9,179.9,10.0,1
2026-05-31,3832,ulp95,219.9,196.9,23.0,1
2026-05-31,3832,diesel,225.9,221.3,4.6,1
2026-05-31,3840,ulp91,179.1,179.9,-0.8,7
2026-05-31,3840,ulp95,197.2,196.9,0.3,7
2026-05-31,3840,diesel,224.9,221.3,3.6,7
2026-05-31,3842,ulp91,169.9,179.9,-10.0,1
2026-05-31,3842,diesel,215.9,221.3,-5.4,1
2026-05-31,3844,ulp91,175.5,179.9,-4.4,15
2026-05-31,3844,ulp95,193.9,196.9,-3.0,15
2026-05-31,3844,diesel,219.5,221.3,-1.8,15
2026-05-31,3847,ulp91,185.9,179.9,6.0,1
2026-05-31,3847,ulp95,205.9,196.9,9.0,1
2026-05-31,3847,diesel,227.9,221.3,6.6,1
2026-05-31,3850,ulp91,182.9,179.9,3.0,8
2026-05-31,3850,ulp95,203.9,196.9,7.0,8
2026-05-31,3850,diesel,226.6,221.3,5.3,8
2026-05-31,3851,ulp91,189.9,179.9,10.0,3
2026-05-31,3851,ulp95,196.9,196.9,0.0,3
2026-05-31,3851,diesel,234.9,221.3,13.6,3
2026-05-31,3856,ulp91,196.9,179.9,17.0,1
2026-05-31,3856,ulp95,239.9,196.9,43.0,1
2026-05-31,3856,diesel,229.9,221.3,8.6,1
2026-05-31,3858,ulp91,188.9,179.9,9.0,2
2026-05-31,3858,ulp95,198.9,196.9,2.0,2
2026-05-31,3858,diesel,210.9,221.3,-10.4,2
2026-05-31,3859,ulp91,195.9,179.9,16.0,1
2026-05-31,3859,diesel,249.9,221.3,28.6,1
2026-05-31,3860,ulp91,199.9,179.9,20.0,5
2026-05-31,3860,ulp95,211.9,196.9,15.0,5
2026-05-31,3860,diesel,245.0,221.3,23.7,5
2026-05-31,3862,ulp91,185.9,179.9,6.0,1
2026-05-31,3862,ulp95,203.9,196.9,7.0,1
2026-05-31,3862,diesel,229.9,221.3,8.6,1
2026-05-31,3869,ulp91,181.9,179.9,2.0,1
2026-05-31,3871,ulp91,187.9,179.9,8.0,1
2026-05-31,3871,ulp95,205.9,196.9,9.0,1
2026-05-31,3871,diesel,229.9,221.3,8.6,1
2026-05-31,3874,ulp91,187.9,179.9,8.0,1
2026-05-31,3874,diesel,229.9,221.3,8.6,1
2026-05-31,3875,ulp91,179.5,179.9,-0.4,10
2026-05-31,3875,ulp95,196.6,196.9,-0.3,10
2026-05-31,3875,diesel,225.9,221.3,4.6,10
2026-05-31,3880,ulp91,186.9,179.9,7.0,1
2026-05-31,3880,diesel,223.9,221.3,2.6,1
2026-05-31,3883,ulp91,185.9,179.9,6.0,1
2026-05-31,3883,ulp95,199.9,196.9,3.0,1
2026-05-31,3883,diesel,228.9,221.3,7.6,1
2026-05-31,3885,ulp91,185.9,179.9,6.0,1
2026-05-31,3885,diesel,234.9,221.3,13.6,1
2026-05-31,3886,ulp91,189.9,179.9,10.0,1
2026-05-31,3886,ulp95,207.9,196.9,11.0,1
2026-05-31,3886,diesel,229.9,221.3,8.6,1
2026-05-31,3888,ulp91,190.9,179.9,11.0,2
2026-05-31,3888,ulp95,208.9,196.9,12.0,2
2026-05-31,3888,diesel,242.9,221.3,21.6,2
2026-05-31,3890,ulp91,179.9,179.9,0.0,3
2026-05-31,3890,ulp95,193.9,196.9,-3.0,3
2026-05-31,3890,diesel,229.9,221.3,8.6,3
2026-05-31,3892,ulp91,188.9,179.9,9.0,2
2026-05-31,3892,diesel,227.9,221.3,6.6,2
2026-05-31,3895,ulp91,183.9,179.9,4.0,1
2026-05-31,3895,ulp95,201.9,196.9,5.0,1
2026-05-31,3895,diesel,225.9,221.3,4.6,1
2026-05-31,3896,ulp91,205.9,179.9,26.0,1
2026-05-31,3896,diesel,233.9,221.3,12.6,1
2026-05-31,3902,ulp91,179.9,179.9,0.0,1
2026-05-31,3902,ulp95,200.9,196.9,4.0,1
2026-05-31,3903,ulp91,175.9,179.9,-4.0,1
2026-05-31,3903,diesel,219.9,221.3,-1.4,1
2026-05-31,3909,ulp91,179.9,179.9,0.0,3
2026-05-31,3909,ulp95,193.9,196.9,-3.0,3
2026-05-31,3909,diesel,229.9,221.3,8.6,3
2026-05-31,3910,ulp91,183.9,179.9,4.0,7
2026-05-31,3910,ulp95,202.1,196.9,5.2,7
2026-05-31,3910,diesel,223.3,221.3,2.0,7
2026-05-31,3911,ulp91,177.7,179.9,-2.2,7
2026-05-31,3911,ulp95,189.7,196.9,-7.2,7
2026-05-31,3911,diesel,219.9,221.3,-1.4,7
2026-05-31,3912,ulp91,183.8,179.9,3.9,4
2026-05-31,3912,ulp95,201.1,196.9,4.2,4
2026-05-31,3912,diesel,219.7,221.3,-1.6,4
2026-05-31,3913,ulp91,179.5,179.9,-0.4,1
2026-05-31,3913,ulp95,201.5,196.9,4.6,1
2026-05-31,3913,diesel,215.5,221.3,-5.8,1
2026-05-31,3915,ulp91,178.9,179.9,-1.0,6
2026-05-31,3915,ulp95,196.4,196.9,-0.5,6
2026-05-31,3915,diesel,214.4,221.3,-6.9,6
2026-05-31,3918,ulp91,189.9,179.9,10.0,1
2026-05-31,3918,ulp95,218.9,196.9,22.0,1
2026-05-31,3918,diesel,264.9,221.3,43.6,1
2026-05-31,3919,ulp91,177.7,179.9,-2.2,1
2026-05-31,3919,diesel,213.9,221.3,-7.4,1
2026-05-31,3922,ulp91,185.9,179.9,6.0,3
2026-05-31,3922,ulp95,203.9,196.9,7.0,3
2026-05-31,3922,diesel,232.9,221.3,11.6,3
2026-05-31,3925,ulp91,185.9,179.9,6.0,1
2026-05-31,3925,ulp95,199.9,196.9,3.0,1
2026-05-31,3925,diesel,228.9,221.3,7.6,1
2026-05-31,3926,ulp91,184.9,179.9,5.0,1
2026-05-31,3930,ulp91,177.7,179.9,-2.2,1
2026-05-31,3930,ulp95,189.7,196.9,-7.2,1
2026-05-31,3931,ulp91,183.9,179.9,4.0,8
2026-05-31,3931,ulp95,200.7,196.9,3.8,8
2026-05-31,3931,diesel,220.5,221.3,-0.8,8
2026-05-31,3933,ulp91,172.6,179.9,-7.3,2
2026-05-31,3933,ulp95,190.2,196.9,-6.7,2
2026-05-31,3933,diesel,219.3,221.3,-2.0,2
2026-05-31,3935,ulp91,183.9,179.9,4.0,1
2026-05-31,3935,ulp95,200.9,196.9,4.0,1
2026-05-31,3936,ulp91,183.9,179.9,4.0,2
2026-05-31,3936,ulp95,189.9,196.9,-7.0,2
2026-05-31,3937,ulp91,177.9,179.9,-2.0,1
2026-05-31,3937,diesel,225.9,221.3,4.6,1
2026-05-31,3939,ulp91,189.9,179.9,10.0,5
2026-05-31,3939,ulp95,205.9,196.9,9.0,5
2026-05-31,3939,diesel,230.7,221.3,9.4,5
2026-05-31,3941,ulp91,183.9,179.9,4.0,3
2026-05-31,3941,ulp95,200.9,196.9,4.0,3
2026-05-31,3941,diesel,221.1,221.3,-0.2,3
2026-05-31,3942,ulp91,181.9,179.9,2.0,1
2026-05-31,3942,diesel,219.9,221.3,-1.4,1
2026-05-31,3945,ulp91,192.0,179.9,12.1,1
2026-05-31,3945,diesel,229.0,221.3,7.7,1
2026-05-31,3950,ulp91,185.9,179.9,6.0,2
2026-05-31,3950,ulp95,204.9,196.9,8.0,2
2026-05-31,3950,diesel,229.9,221.3,8.6,2
2026-05-31,3953,ulp91,185.9,179.9,6.0,6
2026-05-31,3953,ulp95,203.9,196.9,7.0,6
2026-05-31,3953,diesel,227.9,221.3,6.6,6
2026-05-31,3956,ulp91,188.0,179.9,8.1,3
2026-05-31,3956,diesel,244.9,221.3,23.6,3
2026-05-31,3959,ulp91,186.4,179.9,6.5,2
2026-05-31,3959,diesel,229.4,221.3,8.1,2
2026-05-31,3960,ulp91,188.4,179.9,8.5,2
2026-05-31,3960,ulp95,208.9,196.9,12.0,2
2026-05-31,3960,diesel,232.0,221.3,10.7,2
2026-05-31,3962,ulp91,187.9,179.9,8.0,1
2026-05-31,3962,ulp95,205.9,196.9,9.0,1
2026-05-31,3962,diesel,229.9,221.3,8.6,1
2026-05-31,3966,ulp91,187.9,179.9,8.0,1
2026-05-31,3966,diesel,229.9,221.3,8.6,1
2026-05-31,3971,ulp91,188.4,179.9,8.5,4
2026-05-31,3971,ulp95,203.9,196.9,7.0,4
2026-05-31,3971,diesel,228.9,221.3,7.6,4
2026-05-31,3975,ulp91,177.9,179.9,-2.0,5
2026-05-31,3975,ulp95,196.4,196.9,-0.5,5
2026-05-31,3975,diesel,215.5,221.3,-5.8,5
2026-05-31,3976,ulp91,187.9,179.9,8.0,5
2026-05-31,3976,ulp95,205.4,196.9,8.5,5
2026-05-31,3976,diesel,228.5,221.3,7.2,5
2026-05-31,3977,ulp91,179.9,179.9,0.0,23
2026-05-31,3977,ulp95,194.9,196.9,-2.0,23
2026-05-31,3977,diesel,221.1,221.3,-0.2,23
2026-05-31,3978,ulp91,177.7,179.9,-2.2,5
2026-05-31,3978,ulp95,194.9,196.9,-2.0,5
2026-05-31,3978,diesel,222.2,221.3,0.9,5
2026-05-31,3980,ulp91,183.9,179.9,4.0,1
2026-05-31,3980,ulp95,197.9,196.9,1.0,1
2026-05-31,3980,diesel,221.9,221.3,0.6,1
2026-05-31,3981,ulp91,178.9,179.9,-1.0,1
2026-05-31,3981,diesel,221.9,221.3,0.6,1
2026-05-31,3984,ulp91,183.7,179.9,3.8,3
2026-05-31,3984,ulp95,201.2,196.9,4.3,3
2026-05-31,3984,diesel,223.5,221.3,2.2,3
2026-05-31,3991,ulp91,185.9,179.9,6.0,1
2026-05-31,3991,ulp95,202.9,196.9,6.0,1
2026-05-31,3991,diesel,228.9,221.3,7.6,1
2026-05-31,3995,ulp91,183.9,179.9,4.0,6
2026-05-31,3995,ulp95,197.2,196.9,0.3,6
2026-05-31,3995,diesel,227.4,221.3,6.1,6
2026-05-31,3996,ulp91,185.9,179.9,6.0,1
2026-05-31,3996,diesel,227.9,221.3,6.6,1
