postcode,suburb_name,zone,petrol_vehicles,diesel_vehicles,total_vehicles,ev_penetration_pct,diesel_fraction_pct,fleet_type,forecast_date,week_end,run_date,ulp91_current_cpl,ulp91_forecast_cpl,ulp91_change_cpl,ulp91_spread_cpl,ulp91_spread_source,ulp95_current_cpl,ulp95_forecast_cpl,ulp95_change_cpl,ulp95_spread_cpl,ulp95_spread_source,diesel_current_cpl,diesel_forecast_cpl,diesel_change_cpl,diesel_spread_cpl,diesel_spread_source
3219,Hamlyn Heights,middle_metro,12581,4206,17089,0.7,25.1,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,195.9,188.9,-7.0,0.0,live,243.0,247.9,4.9,-10.5,live
3193,Black Rock,inner_metro,12443,3310,16357,3.5,21.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3011,Footscray,inner_metro,12436,2714,15593,2.4,17.9,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.6,171.6,-9.0,-0.3,live,191.9,184.9,-7.0,-4.0,live,253.0,257.9,4.9,-0.5,live
3122,Hawthorn,inner_metro,12214,2525,15274,3.4,17.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,196.6,189.6,-7.0,0.7,live,263.0,267.9,4.9,9.5,live
3840,Traralgon,regional_vic,12172,6302,18696,0.5,34.1,mixed,2026-05-08,2026-05-14,2026-05-03,183.1,174.1,-9.0,2.2,live,199.4,192.4,-7.0,3.5,live,254.0,258.9,4.9,0.5,live
3756,Wallan,regional_vic,12163,5249,17743,0.8,30.1,mixed,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,live,196.8,189.8,-7.0,0.9,live,254.4,259.3,4.9,0.9,live
3140,Yering,inner_metro,12072,5133,17525,1.2,29.8,mixed,2026-05-08,2026-05-14,2026-05-03,178.4,169.4,-9.0,-2.5,live,192.2,185.2,-7.0,-3.7,live,248.9,253.8,4.9,-4.6,live
3818,Drouin,regional_vic,11995,6452,18746,0.7,35.0,mixed,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,191.9,184.9,-7.0,-4.0,live,253.0,257.9,4.9,-0.5,live
3135,Bayswater,inner_metro,11992,2530,14932,2.4,17.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,197.2,190.2,-7.0,1.3,live,255.0,259.9,4.9,1.5,live
3205,South Melbourne,inner_metro,11969,3777,16679,5.4,24.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,260.5,265.4,4.9,7.0,live
3104,Balwyn North,inner_metro,11964,2568,15284,4.7,17.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3222,Ocean Grove,middle_metro,11953,5101,17386,1.0,29.9,mixed,2026-05-08,2026-05-14,2026-05-03,180.6,171.6,-9.0,-0.3,live,194.9,187.9,-7.0,-1.0,live,243.0,247.9,4.9,-10.5,live
3934,Somerville,regional_vic,11783,4483,16712,2.2,27.6,mixed,2026-05-08,2026-05-14,2026-05-03,195.9,186.9,-9.0,15.0,zone_model,210.9,203.9,-7.0,15.0,zone_model,268.5,273.4,4.9,15.0,zone_model
3047,Dallas,inner_metro,11737,3547,15541,0.6,23.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,253.0,257.9,4.9,-0.5,live
3182,St Kilda,inner_metro,11633,2185,14190,2.3,15.8,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,196.7,189.7,-7.0,0.8,live,255.0,259.9,4.9,1.5,live
3198,Frankston South,inner_metro,11370,4744,16400,1.1,29.4,mixed,2026-05-08,2026-05-14,2026-05-03,177.1,168.1,-9.0,-3.8,live,193.5,186.5,-7.0,-2.4,live,258.6,263.5,4.9,5.1,live
3226,Drysdale,middle_metro,11304,4715,16426,1.9,29.4,mixed,2026-05-08,2026-05-14,2026-05-03,180.0,171.0,-9.0,-0.9,live,194.8,187.8,-7.0,-1.1,live,249.0,253.9,4.9,-4.5,live
3141,South Yarra,inner_metro,11200,2194,13863,3.2,16.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,179.0,170.0,-9.0,-1.9,live,191.9,184.9,-7.0,-4.0,live,255.0,259.9,4.9,1.5,live
3162,Caulfield South,inner_metro,11136,1774,13500,4.1,13.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,196.7,189.7,-7.0,0.8,live,255.5,260.4,4.9,2.0,zone_model
3930,Frankston,regional_vic,10977,4251,15819,3.4,27.9,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,191.7,184.7,-7.0,-4.2,live,268.5,273.4,4.9,15.0,zone_model
3127,Surrey Hills,inner_metro,10947,2581,14096,3.9,19.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,178.5,169.5,-9.0,-2.4,live,195.9,188.9,-7.0,0.0,live,255.0,259.9,4.9,1.5,live
3335,Melton West,middle_metro,10885,2779,14017,1.9,20.3,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,196.9,189.9,-7.0,1.0,live,250.0,254.9,4.9,-3.5,live
3039,Moonee Ponds,inner_metro,10776,2782,13954,2.5,20.5,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,195.1,188.1,-7.0,-0.8,live,255.0,259.9,4.9,1.5,live
3079,Ivanhoe,inner_metro,10757,1941,13186,3.4,15.3,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,225.9,218.9,-7.0,30.0,live,269.0,273.9,4.9,15.5,live
3188,Hampton,inner_metro,10701,2507,13756,3.8,19.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,179.0,170.0,-9.0,-1.9,live,197.2,190.2,-7.0,1.3,live,255.0,259.9,4.9,1.5,live
3106,Doncaster,inner_metro,10590,2373,13479,3.5,18.3,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.8,166.8,-9.0,-5.1,live,192.2,185.2,-7.0,-3.7,live,252.0,256.9,4.9,-1.5,live
3939,Merricks North,regional_vic,10563,4382,15257,1.3,29.3,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,195.7,188.7,-7.0,-0.2,live,279.8,284.7,4.9,26.3,live
3041,Pascoe Vale,inner_metro,10493,3170,14179,3.4,23.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,197.9,190.9,-7.0,2.0,zone_model,255.0,259.9,4.9,1.5,live
3975,Cranbourne,regional_vic,10356,2924,13622,2.0,22.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.7,166.7,-9.0,-5.2,live,194.1,187.1,-7.0,-1.8,live,245.6,250.5,4.9,-7.9,live
3132,Ringwood,inner_metro,10301,2451,13183,2.8,19.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,193.9,186.9,-7.0,-2.0,live,248.9,253.8,4.9,-4.6,live
3356,Canadian,middle_metro,10282,4445,14933,0.4,30.2,mixed,2026-05-08,2026-05-14,2026-05-03,178.1,169.1,-9.0,-2.8,live,201.4,194.4,-7.0,5.5,live,268.9,273.8,4.9,15.4,live
3025,Laverton,inner_metro,10277,4724,15564,3.0,31.5,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,195.8,188.8,-7.0,-0.1,live,249.0,253.9,4.9,-4.5,live
3048,Broadmeadows,inner_metro,10253,2903,13371,0.7,22.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,196.4,189.4,-7.0,0.5,live,249.8,254.7,4.9,-3.7,live
3015,Newport,inner_metro,10202,2972,13582,2.6,22.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,191.9,184.9,-7.0,-4.0,live,255.5,260.4,4.9,2.0,zone_model
3033,Keilor East,inner_metro,10154,2978,13405,1.5,22.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,195.9,188.9,-7.0,0.0,live,249.0,253.9,4.9,-4.5,live
3016,Williamstown,inner_metro,10110,3295,13829,2.5,24.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3912,Somerville,regional_vic,10109,5875,16221,0.9,36.8,mixed,2026-05-08,2026-05-14,2026-05-03,182.0,173.0,-9.0,1.1,live,196.9,189.9,-7.0,1.0,live,252.8,257.7,4.9,-0.7,live
3071,Thornbury,inner_metro,10086,2218,12678,2.5,18.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,253.0,257.9,4.9,-0.5,live
3631,Shepparton,regional_vic,10014,7130,17339,0.5,41.6,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,176.1,167.1,-9.0,-4.8,live,191.1,184.1,-7.0,-4.8,live,252.0,256.9,4.9,-1.5,live
3129,Mont Albert North,inner_metro,10011,1816,12274,3.4,15.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3355,Delacombe,middle_metro,9962,6245,16410,0.6,38.5,mixed,2026-05-08,2026-05-14,2026-05-03,180.6,171.6,-9.0,-0.3,live,196.9,189.9,-7.0,1.0,live,253.0,257.9,4.9,-0.5,live
3187,Brighton East,inner_metro,9901,2052,12469,4.0,17.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,196.9,189.9,-7.0,1.0,live,255.5,260.4,4.9,2.0,zone_model
3224,Leopold,middle_metro,9853,4590,14684,0.7,31.8,mixed,2026-05-08,2026-05-14,2026-05-03,183.1,174.1,-9.0,2.2,live,198.9,191.9,-7.0,3.0,live,253.0,257.9,4.9,-0.5,live
3137,Kilsyth,inner_metro,9720,3971,13902,1.0,29.0,mixed,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,193.9,186.9,-7.0,-2.0,live,251.0,255.9,4.9,-2.5,live
3556,Eaglehawk,regional_vic,9612,3946,13711,0.4,29.1,mixed,2026-05-08,2026-05-14,2026-05-03,191.1,182.1,-9.0,10.2,live,205.9,198.9,-7.0,10.0,zone_model,268.5,273.4,4.9,15.0,live
3181,Prahran,inner_metro,9492,1581,11425,2.8,14.3,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,191.4,184.4,-7.0,-4.5,live,255.0,259.9,4.9,1.5,live
3850,Sale,regional_vic,9446,5457,15107,0.7,36.6,mixed,2026-05-08,2026-05-14,2026-05-03,188.1,179.1,-9.0,7.2,live,200.9,193.9,-7.0,5.0,live,254.5,259.4,4.9,1.0,live
3006,Southbank,inner_metro,9367,3280,13008,2.6,25.9,mixed,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3081,Heidelberg,inner_metro,9348,2584,12269,2.1,21.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,178.4,169.4,-9.0,-2.5,live,188.7,181.7,-7.0,-7.2,live,248.8,253.7,4.9,-4.7,live
3400,Horsham,middle_metro,9329,6467,15910,0.3,40.9,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,182.1,173.1,-9.0,1.2,live,196.9,189.9,-7.0,1.0,live,253.5,258.4,4.9,0.0,live
3125,Box Hill South,inner_metro,9321,2127,11900,3.3,18.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.8,171.8,-9.0,-0.1,live,186.7,179.7,-7.0,-9.2,live,251.0,255.9,4.9,-2.5,live
3941,Morradoo,regional_vic,9299,3842,13451,1.5,29.2,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,196.8,189.8,-7.0,0.9,live,252.0,256.9,4.9,-1.5,live
3936,Hastings,regional_vic,9290,3768,13362,1.6,28.9,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,191.9,184.9,-7.0,-4.0,live,268.5,273.4,4.9,15.0,zone_model
3691,Wodonga,regional_vic,9266,7555,16981,0.6,44.9,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,199.1,190.1,-9.0,18.2,live,205.9,198.9,-7.0,10.0,live,268.5,273.4,4.9,15.0,live
3139,Yarra Glen,inner_metro,9243,6119,15587,0.6,39.8,mixed,2026-05-08,2026-05-14,2026-05-03,185.0,176.0,-9.0,4.1,live,200.9,193.9,-7.0,5.0,live,242.6,247.5,4.9,-10.9,live
3161,Caulfield,inner_metro,9140,1158,10741,4.0,11.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3060,Fawkner,inner_metro,9087,2006,11359,1.4,18.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,197.2,190.2,-7.0,1.3,live,255.0,259.9,4.9,1.5,live
3031,Flemington,inner_metro,8970,1715,11008,2.4,16.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.1,171.1,-9.0,-0.8,live,192.2,185.2,-7.0,-3.7,live,255.0,259.9,4.9,1.5,live
3068,Clifton Hill,inner_metro,8905,2226,11614,3.8,20.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,178.1,169.1,-9.0,-2.8,live,192.9,185.9,-7.0,-3.0,live,255.0,259.9,4.9,1.5,live
3218,Belmont,middle_metro,8787,2881,11993,2.1,24.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.5,171.5,-9.0,-0.4,live,193.9,186.9,-7.0,-2.0,live,255.0,259.9,4.9,1.5,live
3103,Balwyn,inner_metro,8725,1867,11099,4.5,17.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,197.2,190.2,-7.0,1.3,live,255.0,259.9,4.9,1.5,live
3194,Mentone,inner_metro,8635,2173,11088,2.1,20.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,178.3,169.3,-9.0,-2.6,live,196.9,189.9,-7.0,1.0,live,255.0,259.9,4.9,1.5,live
3183,Balaclava,inner_metro,8599,1214,10089,2.5,12.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3107,Doncaster East,inner_metro,8560,1589,10496,2.9,15.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,196.7,189.7,-7.0,0.8,live,255.0,259.9,4.9,1.5,live
3305,Portland,middle_metro,8468,6272,14848,0.3,42.6,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,192.9,185.9,-7.0,-3.0,live,253.0,257.9,4.9,-0.5,live
3250,Camperdown,middle_metro,8446,4793,13391,0.4,36.2,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,253.0,257.9,4.9,-0.5,live
3995,Corinella,regional_vic,8400,4068,12726,1.2,32.6,mixed,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,live,198.6,191.6,-7.0,2.7,live,259.0,263.9,4.9,5.5,live
3018,Altona,inner_metro,8392,3027,11767,2.3,26.5,mixed,2026-05-08,2026-05-14,2026-05-03,180.1,171.1,-9.0,-0.8,live,195.2,188.2,-7.0,-0.7,live,235.6,240.5,4.9,-17.9,live
3123,Hawthorn East,inner_metro,8365,1804,10603,3.8,17.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3147,Ashburton,inner_metro,8362,1560,10427,4.6,15.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,197.2,190.2,-7.0,1.3,live,255.0,259.9,4.9,1.5,live
3223,Queenscliff,middle_metro,8326,3459,12009,1.0,29.4,mixed,2026-05-08,2026-05-14,2026-05-03,179.9,170.9,-9.0,-1.0,live,192.7,185.7,-7.0,-3.2,live,253.0,257.9,4.9,-0.5,live
3184,Brighton East,inner_metro,8311,1536,10172,3.0,15.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,174.1,165.1,-9.0,-6.8,live,190.9,183.9,-7.0,-5.0,live,255.5,260.4,4.9,2.0,zone_model
3142,Toorak,inner_metro,8245,1642,10339,4.3,16.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3013,Yarraville,inner_metro,8204,2198,10788,3.1,21.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,171.5,162.5,-9.0,-9.4,live,185.3,178.3,-7.0,-10.6,live,251.3,256.2,4.9,-2.2,live
3111,Box Hill,inner_metro,8102,1878,10362,3.4,18.8,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,176.5,167.5,-9.0,-4.4,historical,192.5,185.5,-7.0,-3.4,historical,255.5,260.4,4.9,2.0,zone_model
3803,Hallam,regional_vic,8077,4607,12969,1.1,36.3,mixed,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,196.6,189.6,-7.0,0.7,live,250.6,255.5,4.9,-2.9,live
3465,Maryborough,middle_metro,8031,4179,12336,0.3,34.2,mixed,2026-05-08,2026-05-14,2026-05-03,180.5,171.5,-9.0,-0.4,live,194.6,187.6,-7.0,-1.3,live,252.0,256.9,4.9,-1.5,live
3185,Elwood,inner_metro,7990,1522,9905,3.8,16.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,197.9,190.9,-7.0,2.0,live,255.0,259.9,4.9,1.5,live
3437,Woodend,middle_metro,7969,4079,12348,1.7,33.9,mixed,2026-05-08,2026-05-14,2026-05-03,184.0,175.0,-9.0,3.1,live,197.9,190.9,-7.0,2.0,live,257.5,262.4,4.9,4.0,zone_model
3085,Macleod,inner_metro,7928,1599,9812,2.6,16.8,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3922,Cowes,regional_vic,7908,3381,11500,1.0,29.9,mixed,2026-05-08,2026-05-14,2026-05-03,189.1,180.1,-9.0,8.2,live,207.9,200.9,-7.0,12.0,live,262.0,266.9,4.9,8.5,live
3672,Benalla,regional_vic,7677,4629,12419,0.4,37.6,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,199.9,192.9,-7.0,4.0,live,255.0,259.9,4.9,1.5,live
3089,Eltham,inner_metro,7664,2883,10799,1.8,27.3,mixed,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,193.9,186.9,-7.0,-2.0,live,255.0,259.9,4.9,1.5,live
3078,Alphington,inner_metro,7590,1949,9960,3.9,20.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,192.2,185.2,-7.0,-3.7,live,247.6,252.5,4.9,-5.9,live
3197,Patterson Lakes,inner_metro,7494,2320,10017,1.6,23.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,195.7,188.7,-7.0,-0.2,live,256.0,260.9,4.9,2.5,live
3055,Brunswick,inner_metro,7437,1056,8708,2.1,12.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3177,Endeavour Hills,inner_metro,7317,1856,9339,0.8,20.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,190.9,183.9,-7.0,-5.0,live,253.0,257.9,4.9,-0.5,live
3034,Keilor,inner_metro,7315,1430,8941,1.7,16.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3116,Chirnside Park,inner_metro,7238,2512,9938,1.4,25.8,mixed,2026-05-08,2026-05-14,2026-05-03,179.0,170.0,-9.0,-1.9,live,197.8,190.8,-7.0,1.9,live,250.6,255.5,4.9,-2.9,live
3764,Kilmore,regional_vic,7230,4312,11750,0.6,37.4,mixed,2026-05-08,2026-05-14,2026-05-03,178.0,169.0,-9.0,-2.9,live,197.2,190.2,-7.0,1.3,live,249.5,254.4,4.9,-4.0,live
3190,Highett,inner_metro,7227,1589,9072,2.5,18.0,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.1,171.1,-9.0,-0.8,live,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3730,Bright,regional_vic,7079,5044,12240,0.4,41.6,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,live,203.9,196.9,-7.0,8.0,live,251.5,256.4,4.9,-2.0,live
3777,Hurstbridge,regional_vic,7078,4055,11330,1.1,36.4,mixed,2026-05-08,2026-05-14,2026-05-03,182.0,173.0,-9.0,1.1,live,197.2,190.2,-7.0,1.3,live,252.0,256.9,4.9,-1.5,live
3151,Burwood,inner_metro,7067,1730,9073,2.8,19.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,178.4,169.4,-9.0,-2.5,live,192.2,185.2,-7.0,-3.7,live,255.5,260.4,4.9,2.0,zone_model
3105,Bulleen,inner_metro,7007,1325,8603,2.7,15.9,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,197.4,190.4,-7.0,1.5,live,254.0,258.9,4.9,0.5,live
3008,Docklands,inner_metro,6990,4050,11556,4.3,36.7,mixed,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3585,Cobram,regional_vic,6987,6487,13552,0.2,48.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,190.1,181.1,-9.0,9.2,live,204.3,197.3,-7.0,8.4,live,259.0,263.9,4.9,5.5,live
3444,Kyneton,middle_metro,6949,4376,11563,1.2,38.6,mixed,2026-05-08,2026-05-14,2026-05-03,191.1,182.1,-9.0,10.2,live,200.7,193.7,-7.0,4.8,live,283.0,287.9,4.9,29.5,live
3004,St Kilda Road,inner_metro,6935,1833,9025,2.6,20.9,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3026,Laverton North,inner_metro,6880,9244,17184,5.7,57.3,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,180.5,171.5,-9.0,-0.4,live,191.9,184.9,-7.0,-4.0,live,249.0,253.9,4.9,-4.5,live
3351,Ballarat East,middle_metro,6875,5272,12314,0.5,43.4,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,215.9,208.9,-7.0,20.0,live,264.0,268.9,4.9,10.5,live
3300,Hamilton,middle_metro,6817,4638,11564,0.3,40.5,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,194.8,187.8,-7.0,-1.1,live,255.0,259.9,4.9,1.5,live
3051,North Melbourne,inner_metro,6796,2233,9343,2.8,24.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,252.0,256.9,4.9,-1.5,live
3144,Malvern,inner_metro,6777,1860,9010,3.9,21.5,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,194.7,187.7,-7.0,-1.2,live,255.0,259.9,4.9,1.5,live
3167,Oakleigh East,inner_metro,6772,1759,8819,2.6,20.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,192.7,185.7,-7.0,-3.2,live,255.5,260.4,4.9,2.0,zone_model
3057,Brunswick East,inner_metro,6700,956,7881,2.6,12.5,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,178.4,169.4,-9.0,-2.5,live,194.7,187.7,-7.0,-1.2,live,255.0,259.9,4.9,1.5,live
3915,Pearcedale,regional_vic,6656,3163,9958,0.6,32.2,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,197.4,190.4,-7.0,1.5,live,249.0,253.9,4.9,-4.5,live
3049,Meadow Heights,inner_metro,6469,1816,8437,1.2,21.9,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.7,166.7,-9.0,-5.2,live,188.3,181.3,-7.0,-7.6,live,255.5,260.4,4.9,2.0,zone_model
3629,Wangaratta,regional_vic,6419,3566,10081,0.2,35.7,mixed,2026-05-08,2026-05-14,2026-05-03,181.6,172.6,-9.0,0.7,live,193.9,186.9,-7.0,-2.0,live,263.0,267.9,4.9,9.5,live
3191,Sandringham,inner_metro,6390,1515,8211,3.5,19.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.6,171.6,-9.0,-0.3,live,195.4,188.4,-7.0,-0.5,live,255.5,260.4,4.9,2.0,zone_model
3644,Yarrawonga,regional_vic,6378,4678,11160,0.2,42.3,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,197.1,188.1,-9.0,16.2,live,212.9,205.9,-7.0,17.0,live,254.0,258.9,4.9,0.5,live
3061,Campbellfield,inner_metro,6377,8148,14780,0.7,56.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,180.1,171.1,-9.0,-0.8,live,195.4,188.4,-7.0,-0.5,live,249.0,253.9,4.9,-4.5,live
3189,Moorabbin,inner_metro,6357,3260,9869,2.0,33.9,mixed,2026-05-08,2026-05-14,2026-05-03,177.0,168.0,-9.0,-3.9,live,192.9,185.9,-7.0,-3.0,live,253.0,257.9,4.9,-0.5,live
3019,Altona North,inner_metro,6174,2158,8503,1.4,25.9,mixed,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,191.3,184.3,-7.0,-4.6,live,248.8,253.7,4.9,-4.7,live
3757,Beveridge,regional_vic,6144,3871,10196,0.9,38.7,mixed,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,194.8,187.8,-7.0,-1.1,live,251.0,255.9,4.9,-2.5,live
3796,Wesburn,regional_vic,5965,2792,8909,1.0,31.9,mixed,2026-05-08,2026-05-14,2026-05-03,190.1,181.1,-9.0,9.2,live,208.9,201.9,-7.0,13.0,zone_model,247.5,252.4,4.9,-6.0,live
