postcode,suburb_name,zone,petrol_vehicles,diesel_vehicles,total_vehicles,ev_penetration_pct,diesel_fraction_pct,fleet_type,forecast_date,week_end,run_date,ulp91_current_cpl,ulp91_forecast_cpl,ulp91_change_cpl,ulp91_spread_cpl,ulp91_spread_source,ulp95_current_cpl,ulp95_forecast_cpl,ulp95_change_cpl,ulp95_spread_cpl,ulp95_spread_source,diesel_current_cpl,diesel_forecast_cpl,diesel_change_cpl,diesel_spread_cpl,diesel_spread_source
3953,Mirboo North,regional_vic,5881,4579,10596,0.5,43.8,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,live,200.9,193.9,-7.0,5.0,live,259.0,263.9,4.9,5.5,live
3620,Benalla,regional_vic,5822,3924,9843,0.3,40.3,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,188.1,179.1,-9.0,7.2,live,204.3,197.3,-7.0,8.4,live,259.0,263.9,4.9,5.5,live
3180,Knoxfield,inner_metro,5816,2058,8060,1.8,26.1,mixed,2026-05-08,2026-05-14,2026-05-03,178.4,169.4,-9.0,-2.5,live,192.2,185.2,-7.0,-3.7,live,255.0,259.9,4.9,1.5,live
3377,Stawell,middle_metro,5805,4210,10123,0.3,42.0,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,180.8,171.8,-9.0,-0.1,live,195.9,188.9,-7.0,0.0,live,254.5,259.4,4.9,1.0,live
3148,Chadstone,inner_metro,5679,1069,7056,4.0,15.8,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,186.7,179.7,-7.0,-9.2,live,255.5,260.4,4.9,2.0,zone_model
3804,Narre Warren,regional_vic,5650,2796,8682,1.8,33.1,mixed,2026-05-08,2026-05-14,2026-05-03,177.5,168.5,-9.0,-3.4,live,208.9,201.9,-7.0,13.0,zone_model,253.5,258.4,4.9,0.0,live
3984,Longwarry,regional_vic,5637,3301,9113,0.9,36.9,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,197.2,190.2,-7.0,1.3,live,252.5,257.4,4.9,-1.0,live
3160,Belgrave,inner_metro,5586,2035,7826,2.0,26.7,mixed,2026-05-08,2026-05-14,2026-05-03,187.1,178.1,-9.0,6.2,live,197.9,190.9,-7.0,2.0,zone_model,255.0,259.9,4.9,1.5,live
3206,Albert Park,inner_metro,5564,1406,7243,3.5,20.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3660,Seymour,regional_vic,5539,3541,9200,0.5,39.0,mixed,2026-05-08,2026-05-14,2026-05-03,183.0,174.0,-9.0,2.1,live,202.3,195.3,-7.0,6.4,live,259.3,264.2,4.9,5.8,live
3909,Loch Sport,regional_vic,5519,3221,8826,0.4,36.9,mixed,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,live,197.7,190.7,-7.0,1.8,live,258.4,263.3,4.9,4.9,live
3442,Riddells Creek,middle_metro,5515,3033,8820,2.4,35.5,mixed,2026-05-08,2026-05-14,2026-05-03,188.1,179.1,-9.0,7.2,live,200.9,193.9,-7.0,5.0,live,257.5,262.4,4.9,4.0,zone_model
3753,Whittlesea,regional_vic,5465,2219,7847,1.3,28.9,mixed,2026-05-08,2026-05-14,2026-05-03,193.9,184.9,-9.0,13.0,zone_model,208.9,201.9,-7.0,13.0,zone_model,266.5,271.4,4.9,13.0,zone_model
3113,Warrandyte,inner_metro,5455,2015,7723,2.9,27.0,mixed,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3094,Templestowe,inner_metro,5395,1365,6949,2.2,20.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,200.8,191.8,-9.0,19.9,live,195.3,188.3,-7.0,-0.6,live,258.4,263.3,4.9,4.9,live
3087,Watsonia,inner_metro,5269,1132,6535,1.7,17.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,196.9,189.9,-7.0,1.0,live,255.5,260.4,4.9,2.0,zone_model
3027,Williams Landing,inner_metro,5165,1115,6609,4.6,17.8,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,194.9,187.9,-7.0,-1.0,live,255.5,260.4,4.9,2.0,zone_model
3782,Cockatoo,regional_vic,5153,2683,7995,1.3,34.2,mixed,2026-05-08,2026-05-14,2026-05-03,185.4,176.4,-9.0,4.5,live,197.2,190.2,-7.0,1.3,live,263.9,268.8,4.9,10.4,live
3143,Armadale,inner_metro,5135,1026,6394,3.5,16.7,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3860,Bairnsdale,regional_vic,5121,4106,9313,0.4,44.5,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,211.9,204.9,-7.0,16.0,live,263.0,267.9,4.9,9.5,live
3053,Carlton,inner_metro,4972,1061,6176,2.0,17.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,186.7,179.7,-7.0,-9.2,live,255.0,259.9,4.9,1.5,live
3807,Harkaway,regional_vic,4904,1912,6967,1.6,28.1,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,194.9,187.9,-7.0,-1.0,live,248.6,253.5,4.9,-4.9,live
3066,Collingwood,inner_metro,4799,949,6003,3.6,16.5,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,177.1,168.1,-9.0,-3.8,live,226.0,219.0,-7.0,30.1,live,319.0,323.9,4.9,65.5,live
3678,Wangaratta,regional_vic,4780,4973,9871,0.5,51.0,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,206.9,199.9,-7.0,11.0,zone_model,258.5,263.4,4.9,5.0,live
3331,Meredith,middle_metro,4749,2941,7827,0.7,38.2,mixed,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,195.9,188.9,-7.0,0.0,live,259.4,264.3,4.9,5.9,live
3450,Castlemaine,middle_metro,4716,1864,6769,2.0,28.3,mixed,2026-05-08,2026-05-14,2026-05-03,210.1,201.1,-9.0,29.2,live,245.4,238.4,-7.0,49.5,live,335.0,339.9,4.9,81.5,live
3427,Gisborne,middle_metro,4658,1619,6431,1.6,25.8,mixed,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,zone_model,199.9,192.9,-7.0,4.0,zone_model,257.5,262.4,4.9,4.0,zone_model
3065,Fitzroy,inner_metro,4646,834,5703,3.5,15.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,188.7,181.7,-7.0,-7.2,live,255.5,260.4,4.9,2.0,zone_model
3658,Broadford,regional_vic,4578,3078,7803,0.5,40.2,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,186.1,177.1,-9.0,5.2,live,206.9,199.9,-7.0,11.0,zone_model,264.5,269.4,4.9,11.0,zone_model
3067,Abbotsford,inner_metro,4517,1158,5861,2.8,20.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,196.7,189.7,-7.0,0.8,live,255.0,259.9,4.9,1.5,live
3996,Wonthaggi,regional_vic,4491,2445,7067,1.4,35.3,mixed,2026-05-08,2026-05-14,2026-05-03,189.1,180.1,-9.0,8.2,live,210.9,203.9,-7.0,15.0,zone_model,259.0,263.9,4.9,5.5,live
3126,Canterbury,inner_metro,4478,987,5761,4.9,18.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3179,Scoresby,inner_metro,4426,2099,6722,2.4,32.2,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,191.9,184.9,-7.0,-4.0,live,250.0,254.9,4.9,-3.5,live
3225,Portarlington,middle_metro,4194,1591,5968,2.7,27.5,mixed,2026-05-08,2026-05-14,2026-05-03,231.0,222.0,-9.0,50.1,live,236.4,229.4,-7.0,40.5,live,263.0,267.9,4.9,9.5,live
3451,Chewton,middle_metro,4192,2160,6508,1.5,34.0,mixed,2026-05-08,2026-05-14,2026-05-03,211.2,202.2,-9.0,30.3,live,199.9,192.9,-7.0,4.0,zone_model,293.1,298.0,4.9,39.6,live
3722,Marysville,regional_vic,4177,3675,7934,0.5,46.8,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,217.4,210.4,-7.0,21.5,live,276.0,280.9,4.9,22.5,live
3380,Horsham,middle_metro,4133,2829,7014,0.1,40.6,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,178.1,169.1,-9.0,-2.8,live,191.9,184.9,-7.0,-4.0,live,255.0,259.9,4.9,1.5,live
3158,Upwey,inner_metro,4126,1342,5607,1.7,24.5,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,255.5,260.4,4.9,2.0,zone_model
3851,Sale East,regional_vic,4099,3885,8078,0.6,48.7,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,195.1,186.1,-9.0,14.2,live,197.9,190.9,-7.0,2.0,live,253.0,257.9,4.9,-0.5,live
3765,Montrose,regional_vic,4095,1760,5971,1.2,30.1,mixed,2026-05-08,2026-05-14,2026-05-03,198.7,189.7,-9.0,17.8,live,208.9,201.9,-7.0,13.0,zone_model,247.6,252.5,4.9,-5.9,live
3496,Swan Hill,middle_metro,4058,3973,8072,0.1,49.5,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,259.9,252.9,-7.0,64.0,live,259.0,263.9,4.9,5.5,live
3799,Powelltown,regional_vic,4027,2049,6176,0.6,33.7,mixed,2026-05-08,2026-05-14,2026-05-03,186.0,177.0,-9.0,5.1,live,208.9,201.9,-7.0,13.0,zone_model,252.0,256.9,4.9,-1.5,live
3434,Kyneton,middle_metro,4023,2612,6768,0.9,39.4,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,246.3,251.2,4.9,-7.2,live
3102,Kew East,inner_metro,3963,1025,5217,4.1,20.5,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,186.7,179.7,-7.0,-9.2,live,255.5,260.4,4.9,2.0,zone_model
3498,Nyah,middle_metro,3949,3648,7635,0.2,48.0,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,200.1,191.1,-9.0,19.2,live,192.9,185.9,-7.0,-3.0,live,255.0,259.9,4.9,1.5,live
3358,Invermay Park,middle_metro,3930,1202,5189,0.7,23.4,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,196.9,189.9,-7.0,1.0,live,257.5,262.4,4.9,4.0,zone_model
3036,Keilor Downs,inner_metro,3908,1241,5252,1.4,24.1,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.0,172.0,-9.0,0.1,live,194.6,187.6,-7.0,-1.3,live,252.5,257.4,4.9,-1.0,live
3616,Shepparton,regional_vic,3890,2983,6943,0.4,43.4,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,193.1,184.1,-9.0,12.2,live,206.9,199.9,-7.0,11.0,zone_model,273.0,277.9,4.9,19.5,live
3003,West Melbourne,inner_metro,3818,1546,5590,3.6,28.8,mixed,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3636,Nathalia,regional_vic,3800,2796,6669,0.2,42.4,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,197.1,188.1,-9.0,16.2,live,206.9,199.9,-7.0,11.0,zone_model,254.0,258.9,4.9,0.5,live
3054,Carlton North,inner_metro,3746,621,4505,2.9,14.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,176.1,167.1,-9.0,-4.8,live,188.9,181.9,-7.0,-7.0,live,255.0,259.9,4.9,1.5,live
3579,Shepparton,regional_vic,3683,3564,7300,0.2,49.2,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,191.1,182.1,-9.0,10.2,live,212.4,205.4,-7.0,16.5,live,262.5,267.4,4.9,9.0,live
3824,Trafalgar East,regional_vic,3644,2517,6242,0.5,40.9,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,208.9,201.9,-7.0,13.0,zone_model,252.0,256.9,4.9,-1.5,live
3950,Leongatha,regional_vic,3528,2165,5767,0.4,38.0,mixed,2026-05-08,2026-05-14,2026-05-03,190.1,181.1,-9.0,9.2,live,203.4,196.4,-7.0,7.5,live,259.0,263.9,4.9,5.5,live
3461,Clunes,middle_metro,3516,2138,5811,1.7,37.8,mixed,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,zone_model,199.9,192.9,-7.0,4.0,zone_model,257.5,262.4,4.9,4.0,zone_model
3981,Pakenham,regional_vic,3462,2974,6530,0.4,46.2,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,210.9,203.9,-7.0,15.0,zone_model,253.0,257.9,4.9,-0.5,live
3666,Avenel,regional_vic,3444,3147,6705,0.7,47.7,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,181.5,172.5,-9.0,0.6,live,198.6,191.6,-7.0,2.7,live,249.0,253.9,4.9,-4.5,live
3260,Mortlake,middle_metro,3378,2895,6323,0.2,46.2,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,195.9,188.9,-7.0,0.0,live,256.8,261.7,4.9,3.3,live
3227,Barwon Heads,middle_metro,3315,1726,5225,2.9,34.2,mixed,2026-05-08,2026-05-14,2026-05-03,177.1,168.1,-9.0,-3.8,live,183.9,176.9,-7.0,-12.0,live,243.0,247.9,4.9,-10.5,live
3737,Mount Beauty,regional_vic,3311,2698,6072,0.3,44.9,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,196.1,187.1,-9.0,15.2,live,208.9,201.9,-7.0,13.0,zone_model,253.0,257.9,4.9,-0.5,live
3747,Beechworth,regional_vic,3294,2242,5641,1.2,40.5,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,191.1,182.1,-9.0,10.2,live,208.9,201.9,-7.0,13.0,zone_model,253.0,257.9,4.9,-0.5,live
3940,Bittern,regional_vic,3257,937,4248,0.7,22.3,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,195.9,186.9,-9.0,15.0,zone_model,210.9,203.9,-7.0,15.0,zone_model,268.5,273.4,4.9,15.0,zone_model
3523,Boort,regional_vic,3245,2164,5548,0.8,40.0,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,193.9,186.9,-7.0,-2.0,live,271.0,275.9,4.9,17.5,live
3925,San Remo,regional_vic,3207,1751,5069,1.3,35.3,mixed,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,live,197.7,190.7,-7.0,1.8,live,257.6,262.5,4.9,4.1,live
3880,Orbost,regional_vic,3201,1559,4815,0.5,32.8,mixed,2026-05-08,2026-05-14,2026-05-03,199.1,190.1,-9.0,18.2,live,208.9,201.9,-7.0,13.0,zone_model,259.0,263.9,4.9,5.5,live
3002,East Melbourne,inner_metro,3156,1323,4715,4.9,29.5,mixed,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,192.2,185.2,-7.0,-3.7,live,255.0,259.9,4.9,1.5,live
3099,Panton Hill,inner_metro,3151,1705,4972,1.5,35.1,mixed,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3505,Merbein,regional_vic,3128,2924,6075,0.1,48.3,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,224.1,215.1,-9.0,43.2,live,205.9,198.9,-7.0,10.0,zone_model,313.0,317.9,4.9,59.5,live
3842,Morwell,regional_vic,3124,1284,4454,0.3,29.1,mixed,2026-05-08,2026-05-14,2026-05-03,183.1,174.1,-9.0,2.2,live,208.9,201.9,-7.0,13.0,zone_model,255.0,259.9,4.9,1.5,live
3561,Leitchville,regional_vic,3117,3313,6493,0.3,51.5,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,197.1,188.1,-9.0,16.2,live,205.9,198.9,-7.0,10.0,zone_model,292.5,297.4,4.9,39.0,live
3971,Yarram,regional_vic,3081,2600,5739,0.3,45.8,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,191.1,182.1,-9.0,10.2,live,201.9,194.9,-7.0,6.0,live,259.0,263.9,4.9,5.5,live
3401,Horsham,middle_metro,3077,4786,7913,0.2,60.9,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,176.1,167.1,-9.0,-4.8,live,189.9,182.9,-7.0,-6.0,live,253.0,257.9,4.9,-0.5,live
3200,Frankston North,inner_metro,3063,726,3862,0.8,19.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,197.9,190.9,-7.0,2.0,live,249.0,253.9,4.9,-4.5,live
3045,Melbourne Airport,inner_metro,3053,1927,5162,3.3,38.7,mixed,2026-05-08,2026-05-14,2026-05-03,177.1,168.1,-9.0,-3.8,live,192.9,185.9,-7.0,-3.0,live,255.5,260.4,4.9,2.0,zone_model
3549,Rushworth,regional_vic,2987,3000,6004,0.0,50.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,207.1,198.1,-9.0,26.2,live,205.9,198.9,-7.0,10.0,zone_model,261.0,265.9,4.9,7.5,live
3431,Romsey,middle_metro,2981,1757,4829,1.0,37.1,mixed,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,199.9,192.9,-7.0,4.0,zone_model,270.5,275.4,4.9,17.0,live
3714,Eildon,regional_vic,2866,2567,5487,0.3,47.2,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,199.1,190.1,-9.0,18.2,live,208.9,201.9,-7.0,13.0,zone_model,280.5,285.4,4.9,27.0,live
3781,Gembrook,regional_vic,2831,1492,4400,0.8,34.5,mixed,2026-05-08,2026-05-14,2026-05-03,193.9,184.9,-9.0,13.0,zone_model,208.9,201.9,-7.0,13.0,zone_model,266.5,271.4,4.9,13.0,zone_model
3154,The Basin,inner_metro,2805,915,3799,1.4,24.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,176.9,167.9,-9.0,-4.0,live,189.7,182.7,-7.0,-6.2,live,255.0,259.9,4.9,1.5,live
3723,Buxton,regional_vic,2797,2584,5440,0.5,48.0,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,193.9,184.9,-9.0,13.0,zone_model,208.9,201.9,-7.0,13.0,zone_model,266.5,271.4,4.9,13.0,zone_model
3213,Corio,middle_metro,2751,1673,4505,0.9,37.8,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,189.4,182.4,-7.0,-6.5,live,252.0,256.9,4.9,-1.5,live
3918,Somerville,regional_vic,2750,1398,4218,1.0,33.7,mixed,2026-05-08,2026-05-14,2026-05-03,191.1,182.1,-9.0,10.2,live,218.9,211.9,-7.0,23.0,live,268.0,272.9,4.9,14.5,live
3342,Greendale,middle_metro,2680,2112,4891,0.9,44.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,193.1,184.1,-9.0,12.2,live,199.9,192.9,-7.0,4.0,zone_model,257.5,262.4,4.9,4.0,zone_model
3717,Mansfield,regional_vic,2633,2256,4947,0.4,46.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,197.1,188.1,-9.0,16.2,live,213.9,206.9,-7.0,18.0,live,287.0,291.9,4.9,33.5,live
3775,Kangaroo Ground,regional_vic,2631,1955,4666,1.0,42.6,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,180.1,171.1,-9.0,-0.8,live,192.9,185.9,-7.0,-3.0,live,272.0,276.9,4.9,18.5,live
3114,Park Orchards,inner_metro,2537,1005,3673,3.1,28.4,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,195.7,188.7,-7.0,-0.2,live,252.8,257.7,4.9,-0.7,live
3797,Warburton,regional_vic,2537,1541,4133,0.5,37.8,mixed,2026-05-08,2026-05-14,2026-05-03,181.1,172.1,-9.0,0.2,live,199.9,192.9,-7.0,4.0,live,247.0,251.9,4.9,-6.5,live
3052,Parkville,inner_metro,2511,383,3008,3.5,13.2,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3115,Wonga Park,inner_metro,2500,1262,3847,1.8,33.5,mixed,2026-05-08,2026-05-14,2026-05-03,201.1,192.1,-9.0,20.2,live,197.9,190.9,-7.0,2.0,zone_model,293.0,297.9,4.9,39.5,live
3249,Cobden,middle_metro,2484,2555,5085,0.2,50.7,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,zone_model,199.9,192.9,-7.0,4.0,zone_model,257.5,262.4,4.9,4.0,zone_model
3093,Lower Plenty,inner_metro,2480,765,3357,2.9,23.6,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,182.9,173.9,-9.0,2.0,zone_model,197.9,190.9,-7.0,2.0,zone_model,255.5,260.4,4.9,2.0,zone_model
3221,Highton,middle_metro,2474,2700,5283,1.0,52.2,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,190.1,181.1,-9.0,9.2,live,206.9,199.9,-7.0,11.0,live,253.0,257.9,4.9,-0.5,live
3741,Yackandandah,regional_vic,2455,1711,4238,1.3,41.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,192.1,183.1,-9.0,11.2,live,208.9,201.9,-7.0,13.0,zone_model,267.0,271.9,4.9,13.5,live
3911,Baxter,regional_vic,2453,1325,3845,1.1,35.1,mixed,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,191.9,184.9,-7.0,-4.0,live,252.0,256.9,4.9,-1.5,live
3815,Bunyip,regional_vic,2450,1694,4204,0.5,40.9,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,193.9,184.9,-9.0,13.0,zone_model,208.9,201.9,-7.0,13.0,zone_model,266.5,271.4,4.9,13.0,zone_model
3956,Inverloch,regional_vic,2445,1797,4293,0.7,42.4,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,200.2,191.2,-9.0,19.3,live,210.9,203.9,-7.0,15.0,zone_model,296.0,300.9,4.9,42.5,live
3862,Dargo,regional_vic,2439,2227,4715,0.3,47.7,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,185.1,176.1,-9.0,4.2,live,201.9,194.9,-7.0,6.0,live,253.0,257.9,4.9,-0.5,live
3913,Tyabb,regional_vic,2436,1436,3935,0.9,37.1,mixed,2026-05-08,2026-05-14,2026-05-03,186.7,177.7,-9.0,5.8,live,203.5,196.5,-7.0,7.6,live,250.6,255.5,4.9,-2.9,live
3363,Clunes,middle_metro,2417,1449,3929,0.8,37.5,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,199.9,192.9,-7.0,4.0,zone_model,255.0,259.9,4.9,1.5,live
3284,Peterborough,middle_metro,2391,1663,4105,1.0,41.0,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,180.7,171.7,-9.0,-0.2,live,199.9,192.9,-7.0,4.0,zone_model,253.0,257.9,4.9,-0.5,live
3357,Miners Rest,middle_metro,2386,1263,3726,1.3,34.6,mixed,2026-05-08,2026-05-14,2026-05-03,193.1,184.1,-9.0,12.2,live,199.9,192.9,-7.0,4.0,zone_model,256.0,260.9,4.9,2.5,live
3938,Baxter,regional_vic,2351,982,3412,1.5,29.5,mixed,2026-05-08,2026-05-14,2026-05-03,195.9,186.9,-9.0,15.0,zone_model,210.9,203.9,-7.0,15.0,zone_model,268.5,273.4,4.9,15.0,zone_model
3858,Bairnsdale,regional_vic,2342,2308,4703,0.3,49.6,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,184.1,175.1,-9.0,3.2,live,192.9,185.9,-7.0,-3.0,live,243.0,247.9,4.9,-10.5,live
3230,Aireys Inlet,middle_metro,2336,1167,3606,2.4,33.3,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,197.2,190.2,-7.0,1.3,live,255.0,259.9,4.9,1.5,live
3266,Timboon,middle_metro,2328,2405,4768,0.1,50.8,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,196.1,187.1,-9.0,15.2,live,240.0,233.0,-7.0,44.1,live,285.5,290.4,4.9,32.0,live
3793,Belgrave South,regional_vic,2301,1429,3801,1.3,38.3,mixed,2026-05-08,2026-05-14,2026-05-03,180.9,171.9,-9.0,0.0,live,196.7,189.7,-7.0,0.8,live,266.5,271.4,4.9,13.0,zone_model
3608,Nagambie,regional_vic,2266,1743,4067,0.4,43.5,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,186.1,177.1,-9.0,5.2,live,195.9,188.9,-7.0,0.0,live,266.5,271.4,4.9,13.0,live
3435,Trentham,middle_metro,2263,1665,3999,0.9,42.4,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,199.9,192.9,-7.0,4.0,zone_model,247.0,251.9,4.9,-6.5,live
3821,Yarragon,regional_vic,2233,2140,4432,0.7,48.9,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,193.9,184.9,-9.0,13.0,zone_model,208.9,201.9,-7.0,13.0,zone_model,266.5,271.4,4.9,13.0,zone_model
3268,Port Fairy,middle_metro,2221,2121,4372,0.4,48.8,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,197.0,188.0,-9.0,16.1,live,199.9,192.9,-7.0,4.0,zone_model,266.0,270.9,4.9,12.5,live
3463,Dunolly,middle_metro,2221,1248,3543,1.1,36.0,mixed,2026-05-08,2026-05-14,2026-05-03,184.9,175.9,-9.0,4.0,zone_model,199.9,192.9,-7.0,4.0,zone_model,257.5,262.4,4.9,4.0,zone_model
3022,Albanvale,inner_metro,2219,497,2763,0.9,18.3,petrol_dominant,2026-05-08,2026-05-14,2026-05-03,175.9,166.9,-9.0,-5.0,live,192.1,185.1,-7.0,-3.8,live,252.0,256.9,4.9,-1.5,live
3888,Mallacoota,regional_vic,2217,2272,4521,0.3,50.6,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,193.1,184.1,-9.0,12.2,live,208.9,201.9,-7.0,13.0,live,251.5,256.4,4.9,-2.0,live
3816,Garfield,regional_vic,2216,1614,3891,0.4,42.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,179.1,170.1,-9.0,-1.8,live,193.9,186.9,-7.0,-2.0,live,253.0,257.9,4.9,-0.5,live
3980,Koo Wee Rup,regional_vic,2206,1540,3811,0.5,41.1,diesel_heavy,2026-05-08,2026-05-14,2026-05-03,178.1,169.1,-9.0,-2.8,live,190.9,183.9,-7.0,-5.0,live,254.0,258.9,4.9,0.5,live
